rtc_time,gmt_time,channel_name,phase,voltage,current,power,pf,import_kwh,export_kwh,is_active_generation,is_active_window,is_valid,status,voltage_kf,current_kf,power_kf,synthetic_anomaly,synthetic_severity
2026-02-01 01:50:00,2026-01-31 17:50:49,SOLAR,Phase_C,244.6,0.15,0.0,0.0,25063.77,3.551,False,False,True,inactive,242.864168712432,0.15,0.0,False,normal
2026-02-01 02:00:00,2026-01-31 18:00:36,SOLAR,Phase_C,244.1,0.15,0.0,0.0,25063.77,3.551,False,False,True,inactive,242.97063949053108,0.15,0.0,False,normal
2026-02-01 02:10:00,2026-01-31 18:10:21,SOLAR,Phase_C,244.4,0.15,0.0,0.0,25063.77,3.551,False,False,True,inactive,243.0852261906272,0.15,0.0,False,normal
2026-02-01 02:20:00,2026-01-31 18:20:07,SOLAR,Phase_C,245.4,0.15,0.0,0.0,25063.77,3.551,False,False,True,inactive,243.25900321284735,0.15,0.0,False,normal
2026-02-01 02:30:00,2026-01-31 18:30:52,SOLAR,Phase_C,243.8,0.15,0.0,0.0,25063.77,3.551,False,False,True,inactive,243.2972489920212,0.15,0.0,False,normal
2026-02-01 02:40:00,2026-01-31 18:40:38,SOLAR,Phase_C,242.5,0.15,0.0,0.0,25063.77,3.551,False,False,True,inactive,243.2439140580804,0.15,0.0,False,normal
2026-02-01 02:50:00,2026-01-31 18:50:24,SOLAR,Phase_C,242.9,0.15,0.0,0.0,25063.77,3.551,False,False,True,inactive,243.2220474497352,0.15,0.0,False,normal
2026-02-01 03:00:00,2026-01-31 19:00:10,SOLAR,Phase_C,244.7,0.15,0.0,0.0,25063.77,3.551,False,False,True,inactive,243.31170572448215,0.15,0.0,False,normal
2026-02-01 03:10:00,2026-01-31 19:10:54,SOLAR,Phase_C,245.6,0.15,0.0,0.0,25063.77,3.551,False,False,True,inactive,243.4446150347767,0.15,0.0,False,normal
2026-02-01 03:20:00,2026-01-31 19:20:40,SOLAR,Phase_C,245.9,0.15,0.0,0.0,25063.77,3.551,False,False,True,inactive,243.58159183602905,0.15,0.0,False,normal
2026-02-01 03:30:00,2026-01-31 19:30:26,SOLAR,Phase_C,245.7,0.15,0.0,0.0,25063.77,3.551,False,False,True,inactive,243.695424242848,0.15,0.0,False,normal
2026-02-01 03:40:00,2026-01-31 19:40:12,SOLAR,Phase_C,245.1,0.15,0.0,0.0,25063.77,3.551,False,False,True,inactive,243.76831391961036,0.15,0.0,False,normal
2026-02-01 03:50:00,2026-01-31 19:50:57,SOLAR,Phase_C,247.8,0.15,0.0,0.0,25063.77,3.551,False,False,True,inactive,243.97085444161496,0.15,0.0,False,normal
2026-02-01 04:00:00,2026-01-31 20:00:42,SOLAR,Phase_C,247.0,0.15,0.0,0.0,25063.77,3.551,False,False,True,inactive,244.11849463813343,0.15,0.0,False,normal
2026-02-01 04:10:00,2026-01-31 20:10:28,SOLAR,Phase_C,246.3,0.15,0.0,0.0,25063.77,3.551,False,False,True,inactive,244.2218610251398,0.15,0.0,False,normal
2026-02-01 04:20:00,2026-01-31 20:20:15,SOLAR,Phase_C,244.6,0.15,0.0,0.0,25063.77,3.551,False,False,True,inactive,244.23931220243304,0.15,0.0,False,normal
2026-02-01 04:30:00,2026-01-31 20:30:00,SOLAR,Phase_C,246.6,0.15,0.0,0.0,25063.77,3.551,False,False,True,inactive,244.3456072020482,0.15,0.0,False,normal
2026-02-01 04:40:00,2026-01-31 20:40:45,SOLAR,Phase_C,246.9,0.15,0.0,0.0,25063.77,3.551,False,False,True,inactive,244.45800521677228,0.15,0.0,False,normal
2026-02-01 04:50:00,2026-01-31 20:50:31,SOLAR,Phase_C,248.1,0.15,0.0,0.0,25063.77,3.551,False,False,True,inactive,244.61484370572316,0.15,0.0,False,normal
2026-02-01 05:00:00,2026-01-31 21:00:17,SOLAR,Phase_C,246.8,0.15,0.0,0.0,25063.77,3.551,False,False,True,inactive,244.70706651179552,0.15,0.0,False,normal
2026-02-01 05:10:00,2026-01-31 21:10:03,SOLAR,Phase_C,246.6,0.15,0.0,0.0,25063.77,3.551,False,False,True,inactive,244.7854621933369,0.15,0.0,False,normal
2026-02-01 05:20:00,2026-01-31 21:20:47,SOLAR,Phase_C,245.0,0.15,0.0,0.0,25063.77,3.551,False,False,True,inactive,244.79419154181736,0.15,0.0,False,normal
2026-02-01 05:30:00,2026-01-31 21:30:33,SOLAR,Phase_C,246.9,0.15,0.0,0.0,25063.77,3.551,False,False,True,inactive,244.87846739969103,0.15,0.0,False,normal
2026-02-01 05:40:00,2026-01-31 21:40:19,SOLAR,Phase_C,248.0,0.15,0.0,0.0,25063.77,3.551,False,False,True,inactive,245.00146913412487,0.15,0.0,False,normal
2026-02-01 05:50:00,2026-01-31 21:50:09,SOLAR,Phase_C,246.7,0.15,0.0,0.0,25063.77,3.551,False,False,True,inactive,245.067431868698,0.15,0.0,False,normal
2026-02-01 06:00:00,2026-01-31 22:00:50,SOLAR,Phase_C,246.6,0.15,0.0,0.0,25063.77,3.551,False,False,True,inactive,245.12614320439977,0.15,0.0,False,normal
2026-02-01 06:10:00,2026-01-31 22:10:36,SOLAR,Phase_C,247.4,0.15,0.0,0.0,25063.77,3.551,False,False,True,inactive,245.2121458256147,0.15,0.0,False,normal
2026-02-01 06:20:00,2026-01-31 22:20:21,SOLAR,Phase_C,247.3,0.15,0.0,0.0,25063.77,3.551,False,False,True,inactive,245.2901720805993,0.15,0.0,False,normal
2026-02-01 06:30:00,2026-01-31 22:30:07,SOLAR,Phase_C,246.4,0.15,0.0,0.0,25063.77,3.551,False,False,True,inactive,245.3311841543263,0.15,0.0,False,normal
2026-02-01 06:40:00,2026-01-31 22:40:52,SOLAR,Phase_C,249.2,0.15,0.0,0.0,25063.77,3.551,False,False,True,inactive,245.47265028207084,0.15,0.0,False,normal
2026-02-01 06:50:00,2026-01-31 22:50:38,SOLAR,Phase_C,250.3,0.15,0.0,0.0,25063.77,3.551,False,False,True,inactive,245.64742762247917,0.15,0.0,False,normal
2026-02-01 07:00:00,2026-01-31 23:00:24,SOLAR,Phase_C,250.6,0.15,0.0,0.0,25063.77,3.551,False,False,True,inactive,245.8250815723057,0.15,0.0,False,normal
2026-02-01 07:10:00,2026-01-31 23:10:10,SOLAR,Phase_C,250.3,0.15,0.0,0.0,25063.77,3.551,False,False,True,inactive,245.9842092886296,0.15,0.0,False,normal
2026-02-01 07:20:00,2026-01-31 23:20:54,SOLAR,Phase_C,251.4,0.15,0.0,0.0,25063.77,3.551,False,False,True,inactive,246.17522655851263,0.15,0.0,False,normal
2026-02-01 07:30:00,2026-01-31 23:30:41,SOLAR,Phase_C,251.4,0.15,0.0,0.0,25063.77,3.551,False,True,True,active,246.35809849657596,0.15,0.0,False,normal
2026-02-01 07:40:00,2026-01-31 23:40:26,SOLAR,Phase_C,250.4,0.15,0.0,0.0,25063.77,3.551,False,True,True,active,246.4985541808121,0.15,0.0,False,normal
2026-02-01 07:50:00,2026-01-31 23:50:16,SOLAR,Phase_C,250.2,0.99,68.0,0.27,25063.77,3.5623333333333336,True,True,True,active,246.62631313862465,0.1789934068482536,6.469603242672002,False,normal
2026-02-01 08:00:00,2026-02-01 00:00:57,SOLAR,Phase_C,248.9,0.86,141.0,0.66,25063.79,3.5858333333333334,True,True,True,active,246.704295686371,0.2023504618887754,19.268592450747885,False,normal
2026-02-01 08:10:00,2026-02-01 00:10:43,SOLAR,Phase_C,249.6,0.95,196.0,0.83,25063.816,3.6185,True,True,True,active,246.8030229347679,0.2278411106803401,36.08208533812936,False,normal
2026-02-01 08:20:00,2026-02-01 00:20:29,SOLAR,Phase_C,250.1,1.14,261.0,0.92,25063.856,3.662,True,True,True,active,246.91480537112395,0.2587674231704096,57.479397151236256,False,normal
2026-02-01 08:30:00,2026-02-01 00:30:15,SOLAR,Phase_C,249.4,1.04,228.0,0.88,25063.896,3.7,True,True,True,active,246.9986242474872,0.2851162797176527,73.70140562274976,False,normal
2026-02-01 08:40:00,2026-02-01 00:40:06,SOLAR,Phase_C,249.2,0.98,209.0,0.86,25063.932,3.7348333333333334,True,True,True,active,247.0725063339277,0.3084378135491124,86.5724855698347,False,normal
2026-02-01 08:50:00,2026-02-01 00:50:51,SOLAR,Phase_C,246.5,1.17,263.0,0.91,25063.97,3.7786666666666666,True,True,True,active,247.0533805187511,0.3372201661007983,103.35600577817692,False,normal
2026-02-01 09:00:00,2026-02-01 01:00:37,SOLAR,Phase_C,244.3,1.2,271.0,0.92,25064.016,3.8238333333333334,True,True,True,active,246.96179566847843,0.3659185466434905,119.30380193959807,False,normal
2026-02-01 09:10:00,2026-02-01 01:10:23,SOLAR,Phase_C,245.2,1.22,279.0,0.93,25064.06,3.8703333333333334,True,True,True,active,246.9034315177325,0.3942122583291613,134.49541625213178,False,normal
2026-02-01 09:20:00,2026-02-01 01:20:09,SOLAR,Phase_C,246.0,1.35,315.0,0.95,25064.108,3.9228333333333336,True,True,True,active,246.87361702155428,0.4257545826912435,151.6663874399439,False,normal
2026-02-01 09:30:00,2026-02-01 01:30:53,SOLAR,Phase_C,244.8,1.83,438.0,0.98,25064.172,3.9958333333333336,True,True,True,active,246.80542962600535,0.4719308229142367,178.90448220100467,False,normal
2026-02-01 09:40:00,2026-02-01 01:40:39,SOLAR,Phase_C,246.7,2.75,672.0,0.99,25064.264,4.107833333333334,True,True,True,active,246.80197439573567,0.5465896628948227,225.8110463029931,False,normal
2026-02-01 09:50:00,2026-02-01 01:50:25,SOLAR,Phase_C,245.4,3.11,758.0,0.99,25064.384,4.234166666666667,True,True,True,active,246.75617257069743,0.6303350380731487,276.43626678097644,False,normal
2026-02-01 10:00:00,2026-02-01 02:00:11,SOLAR,Phase_C,245.1,3.22,785.0,0.99,25064.504,4.365,True,True,True,active,246.70222638373724,0.7146876910949969,324.8139686216764,False,normal
2026-02-01 10:10:00,2026-02-01 02:10:56,SOLAR,Phase_C,245.5,4.08,998.0,1.0,25064.664,4.531333333333333,True,True,True,active,246.663175324836,0.824000721464286,388.85140541072496,False,normal
2026-02-01 10:20:00,2026-02-01 02:20:41,SOLAR,Phase_C,246.4,4.83,1189.0,1.0,25064.842,4.7295,True,True,True,active,246.65464909161489,0.953785244970688,464.96612822951056,False,normal
2026-02-01 10:30:00,2026-02-01 02:30:28,SOLAR,Phase_C,246.0,5.56,1367.0,1.0,25065.05,4.957333333333334,True,True,True,active,246.63349201639812,1.1026497790923158,550.7726300634257,False,normal
2026-02-01 10:40:00,2026-02-01 02:40:15,SOLAR,Phase_C,245.2,6.4,1569.0,1.0,25065.29,5.218833333333333,True,True,True,active,246.5872706656209,1.2734569269169904,647.6319838936644,False,normal
2026-02-01 10:50:00,2026-02-01 02:50:57,SOLAR,Phase_C,246.9,6.94,1713.0,1.0,25065.58,5.504333333333333,True,True,True,active,246.59733250869496,1.4557739049096012,748.9755085253696,False,normal
2026-02-01 11:00:00,2026-02-01 03:00:43,SOLAR,Phase_C,247.9,7.47,1851.0,1.0,25065.87,5.812833333333334,True,True,True,active,246.639159976357,1.6488852316170797,853.805904792789,False,normal
2026-02-01 11:10:00,2026-02-01 03:10:35,SOLAR,Phase_C,247.1,8.14,2011.0,1.0,25066.188,6.148,True,True,True,active,246.6539289818249,1.856912539551194,963.884248875171,False,normal
2026-02-01 11:20:00,2026-02-01 03:20:21,SOLAR,Phase_C,245.4,7.5,1840.0,1.0,25066.512,6.454666666666666,True,True,True,active,246.6138148181513,2.0374392976800224,1047.2249058731477,False,normal
2026-02-01 11:30:00,2026-02-01 03:30:07,SOLAR,Phase_C,246.0,8.58,2110.0,1.0,25066.824,6.806333333333333,True,True,True,active,246.59421132427272,2.246390018460133,1148.321516860777,False,normal
2026-02-01 11:40:00,2026-02-01 03:40:51,SOLAR,Phase_C,245.6,9.81,2409.0,1.0,25067.178,7.207833333333333,True,True,True,active,246.5625090233932,2.487569970363717,1268.2436661644667,False,normal
2026-02-01 11:50:00,2026-02-01 03:50:38,SOLAR,Phase_C,245.0,11.26,2757.0,1.0,25067.542,7.667333333333334,True,True,True,active,246.51275909108455,2.7668821494440192,1409.8616963757063,False,normal
2026-02-01 12:00:00,2026-02-01 04:00:23,SOLAR,Phase_C,246.0,12.51,3078.0,1.0,25067.916,8.180333333333333,True,True,True,active,246.4964556019107,3.076670545512202,1568.5434059479126,False,normal
2026-02-01 12:10:00,2026-02-01 04:10:09,SOLAR,Phase_C,247.1,11.86,2929.0,1.0,25068.4,8.6685,True,True,True,active,246.5156206794418,3.355578262176544,1697.956855907899,False,normal
2026-02-01 12:20:00,2026-02-01 04:20:54,SOLAR,Phase_C,245.9,12.5,3072.0,1.0,25068.896,9.1805,True,True,True,active,246.49609602317307,3.645597257914704,1828.6627041669149,False,normal
2026-02-01 12:30:00,2026-02-01 04:30:40,SOLAR,Phase_C,246.7,13.05,3218.0,1.0,25069.404,9.716833333333334,True,True,True,active,246.50255549905447,3.943519415376685,1960.8233899689285,False,normal
2026-02-01 12:40:00,2026-02-01 04:40:26,SOLAR,Phase_C,244.9,13.64,3340.0,1.0,25069.944,10.2735,True,True,True,active,246.4518428140392,4.250363431658659,2092.01752561372,False,normal
2026-02-01 12:50:00,2026-02-01 04:50:12,SOLAR,Phase_C,245.3,14.3,3507.0,1.0,25070.51,10.858,True,True,True,active,246.41542973813523,4.568061449747536,2226.6176803986173,False,normal
2026-02-01 13:00:00,2026-02-01 05:00:57,SOLAR,Phase_C,243.6,3.59,870.0,0.99,25071.1,11.003,True,True,True,active,246.3265103656135,4.537171454795344,2097.5694844093227,False,normal
2026-02-01 13:10:00,2026-02-01 05:10:43,SOLAR,Phase_C,246.8,16.03,3955.0,1.0,25071.436,11.662166666666666,True,True,True,active,246.34145120483296,4.899824596491163,2274.2574677165726,False,normal
2026-02-01 13:20:00,2026-02-01 05:20:28,SOLAR,Phase_C,246.3,16.38,4032.0,1.0,25072.076,12.334166666666667,True,True,True,active,246.340144317283,5.261775434027081,2441.4626280332377,False,normal
2026-02-01 13:30:00,2026-02-01 05:30:14,SOLAR,Phase_C,244.1,4.79,1166.0,1.0,25072.652,12.5285,True,True,True,active,246.2695717563135,5.246912819897747,2320.1343218404504,False,normal
2026-02-01 13:40:00,2026-02-01 05:40:00,SOLAR,Phase_C,248.8,17.29,4300.0,1.0,25073.182,13.245166666666666,True,True,True,active,246.34923053257225,5.626033464609856,2508.468919506913,False,normal
2026-02-01 13:50:00,2026-02-01 05:50:45,SOLAR,Phase_C,245.6,4.24,1039.0,1.0,25073.71,13.418333333333333,True,True,True,active,246.32566081267169,5.5824308361619055,2368.685785260707,False,normal
2026-02-01 14:00:00,2026-02-01 06:00:30,SOLAR,Phase_C,245.1,6.13,1500.0,1.0,25074.016,13.668333333333333,True,True,True,active,246.28712832676607,5.599645387585733,2286.0521090369225,False,normal
2026-02-01 14:10:00,2026-02-01 06:10:16,SOLAR,Phase_C,244.9,3.06,745.0,0.99,25074.398,13.7925,True,True,True,active,246.24354619839409,5.519852372645781,2139.459634797818,False,normal
2026-02-01 14:20:00,2026-02-01 06:20:02,SOLAR,Phase_C,247.0,16.28,4020.0,1.0,25074.762,14.4625,True,True,True,active,246.26729958334352,5.85773147135989,2318.345902904849,False,normal
2026-02-01 14:30:00,2026-02-01 06:30:47,SOLAR,Phase_C,249.8,15.08,3764.0,1.0,25075.462,15.089833333333333,True,True,True,active,246.37817019638317,6.147164042705462,2455.8636440219334,False,normal
2026-02-01 14:40:00,2026-02-01 06:40:33,SOLAR,Phase_C,249.1,15.54,3869.0,1.0,25076.08,15.734666666666666,True,True,True,active,246.4635492728341,6.441801002820842,2590.288135969221,False,normal
2026-02-01 14:50:00,2026-02-01 06:50:19,SOLAR,Phase_C,250.9,15.37,3854.0,1.0,25076.71,16.377,True,True,True,active,246.60264712611703,6.721730475853513,2710.498633079273,False,normal
2026-02-01 15:00:00,2026-02-01 07:00:05,SOLAR,Phase_C,250.1,15.17,3793.0,1.0,25077.332,17.009166666666665,True,True,True,active,246.71225231198852,6.986494766126137,2813.471494403061,False,normal
2026-02-01 15:10:00,2026-02-01 07:10:49,SOLAR,Phase_C,248.8,14.49,3604.0,1.0,25077.998,17.609833333333334,True,True,True,active,246.77765391283592,7.221552506618365,2888.670458764528,False,normal
2026-02-01 15:20:00,2026-02-01 07:20:35,SOLAR,Phase_C,249.6,14.57,3635.0,1.0,25078.592,18.215666666666664,True,True,True,active,246.86603319341344,7.451662664185661,2959.6649996473416,False,normal
2026-02-01 15:30:00,2026-02-01 07:30:27,SOLAR,Phase_C,248.6,14.94,3712.0,1.0,25079.168,18.834333333333333,True,True,True,active,246.9203108675331,7.686067113029471,3031.230809096943,False,normal
2026-02-01 15:40:00,2026-02-01 07:40:13,SOLAR,Phase_C,247.1,13.89,3432.0,1.0,25079.752,19.40633333333333,True,True,True,active,246.92593366326008,7.880199317067092,3069.353947653125,False,normal
2026-02-01 15:50:00,2026-02-01 07:50:58,SOLAR,Phase_C,248.9,14.19,3532.0,1.0,25080.392,19.994999999999997,True,True,True,active,246.98768572621367,8.077580327900098,3113.363117796332,False,normal
2026-02-01 16:00:00,2026-02-01 08:00:43,SOLAR,Phase_C,247.8,14.03,3475.0,1.0,25080.882,20.574166666666663,True,True,True,active,247.01308853111092,8.263725223387684,3147.7637983265577,False,normal
2026-02-01 16:10:00,2026-02-01 08:10:29,SOLAR,Phase_C,248.1,14.39,3570.0,1.0,25081.328,21.169166666666662,True,True,True,active,247.0470688708875,8.455252228514022,3187.9289843784927,False,normal
2026-02-01 16:20:00,2026-02-01 08:20:15,SOLAR,Phase_C,246.8,12.97,3200.0,1.0,25081.844,21.702499999999993,True,True,True,active,247.03934677597172,8.596359890871026,3189.0772388049627,False,normal
2026-02-01 16:30:00,2026-02-01 08:30:01,SOLAR,Phase_C,246.1,11.96,2943.0,1.0,25082.296,22.192999999999998,True,True,True,active,247.0099950429264,8.701463425656438,3165.669160541829,False,normal
2026-02-01 16:40:00,2026-02-01 08:40:46,SOLAR,Phase_C,245.8,13.12,3223.0,1.0,25082.716,22.730166666666662,True,True,True,active,246.9721953054164,8.839496654523685,3171.1227521952937,False,normal
2026-02-01 16:50:00,2026-02-01 08:50:32,SOLAR,Phase_C,246.1,12.6,3101.0,1.0,25083.158,23.247,True,True,True,active,246.94495433223025,8.956947150031276,3164.452330840796,False,normal
2026-02-01 17:00:00,2026-02-01 09:00:18,SOLAR,Phase_C,245.2,12.19,2988.0,1.0,25083.65,23.744999999999997,True,True,True,active,246.890466124495,9.057902947013591,3147.667316589439,False,normal
2026-02-01 17:10:00,2026-02-01 09:10:04,SOLAR,Phase_C,245.9,11.51,2829.0,1.0,25084.124,24.216499999999996,True,True,True,active,246.8595437234249,9.134457537483629,3117.3541128923184,False,normal
2026-02-01 17:20:00,2026-02-01 09:20:48,SOLAR,Phase_C,246.7,10.73,2646.0,1.0,25084.618,24.6575,True,True,True,active,246.85456367424672,9.184261313894773,3072.5165895955884,False,normal
2026-02-01 17:30:00,2026-02-01 09:30:34,SOLAR,Phase_C,249.1,10.59,2636.0,1.0,25085.05,25.09683333333333,True,True,True,active,246.9246413776738,9.228132938135904,3030.992983005067,False,normal
2026-02-01 17:40:00,2026-02-01 09:40:20,SOLAR,Phase_C,244.4,9.64,2356.0,1.0,25085.45,25.4895,True,True,True,active,246.84586271496067,9.240984797665805,2966.7843280817438,False,normal
2026-02-01 17:50:00,2026-02-01 09:50:06,SOLAR,Phase_C,245.9,9.9,2435.0,1.0,25085.852,25.895333333333333,True,True,True,active,246.81635258587747,9.26154552321411,2916.198385313239,False,normal
2026-02-01 18:00:00,2026-02-01 10:00:51,SOLAR,Phase_C,245.3,8.16,2001.0,1.0,25086.252,26.228833333333334,True,True,True,active,246.76905038670935,9.227183115541209,2829.1402102455268,False,normal
2026-02-01 18:10:00,2026-02-01 10:10:36,SOLAR,Phase_C,245.8,6.72,1652.0,1.0,25086.548,26.504166666666663,True,True,True,active,246.7388251702341,9.148982690207582,2717.1648395157863,False,normal
2026-02-01 18:20:00,2026-02-01 10:20:23,SOLAR,Phase_C,245.3,5.01,1228.0,1.0,25086.724,26.70883333333333,True,True,True,active,246.69395305203005,9.019901739747636,2575.508150270366,False,normal
2026-02-01 18:30:00,2026-02-01 10:30:08,SOLAR,Phase_C,245.4,3.13,764.0,0.99,25086.892,26.836166666666664,True,True,True,active,246.6536037628488,8.836237156111041,2403.188578741384,False,normal
2026-02-01 18:40:00,2026-02-01 10:40:53,SOLAR,Phase_C,246.8,2.16,524.0,0.98,25087.024,26.923499999999997,True,True,True,active,246.6581683262516,8.628075331843407,2224.4309117473745,False,normal
2026-02-01 18:50:00,2026-02-01 10:50:39,SOLAR,Phase_C,245.1,1.57,372.0,0.97,25087.092,26.985500000000002,True,True,True,active,246.60959044079596,8.408030828800172,2048.218565751762,False,normal
2026-02-01 19:00:00,2026-02-01 11:00:25,SOLAR,Phase_C,245.8,0.97,202.0,0.85,25087.14,27.019166666666663,True,True,True,active,246.584352886024,8.176163330151374,1872.5971686945843,False,normal
2026-02-01 19:10:00,2026-02-01 11:10:11,SOLAR,Phase_C,245.9,0.92,90.0,0.4,25087.162,27.034166666666664,True,True,True,active,246.5630213431428,7.94998592608003,1703.0277520778548,False,normal
2026-02-01 19:20:00,2026-02-01 11:20:55,SOLAR,Phase_C,246.2,0.78,10.0,0.05,25087.17,27.03583333333333,False,True,True,active,246.5517068000063,7.726513900036781,1541.9786192359743,False,normal
2026-02-01 19:30:00,2026-02-01 11:30:41,SOLAR,Phase_C,243.4,0.68,-15.0,-0.09,25087.17,27.03583333333333,False,True,True,active,246.45348324336004,7.506907921074041,1393.871149547068,False,normal
2026-02-01 19:40:00,2026-02-01 11:40:27,SOLAR,Phase_C,243.9,0.15,0.0,0.0,25087.17,27.03583333333333,False,False,True,inactive,246.3739094633409,7.277645804686713,1261.2792651911184,False,normal
2026-02-01 19:50:00,2026-02-01 11:50:13,SOLAR,Phase_C,244.2,0.15,0.0,0.0,25087.17,27.03583333333333,False,False,True,inactive,246.30616909185736,7.055543926593503,1141.3001734927473,False,normal
2026-02-01 20:00:00,2026-02-01 12:00:57,SOLAR,Phase_C,244.5,0.15,0.0,0.0,25087.17,27.03583333333333,False,False,True,inactive,246.2498914926711,6.840377232059672,1032.7340835335026,False,normal
2026-02-01 20:10:00,2026-02-01 12:10:44,SOLAR,Phase_C,244.0,0.15,0.0,0.0,25087.17,27.03583333333333,False,False,True,inactive,246.17979253833624,6.631927869234463,934.495334412704,False,normal
2026-02-01 20:20:00,2026-02-01 12:20:23,SOLAR,Phase_C,243.3,0.15,0.0,0.0,25087.17,27.03583333333333,False,False,True,inactive,246.09007328623417,6.429984947004621,845.6015386383376,False,normal
2026-02-01 20:30:00,2026-02-01 12:30:09,SOLAR,Phase_C,244.9,0.15,0.0,0.0,25087.17,27.03583333333333,False,False,True,inactive,246.05299888123704,6.234344302017179,765.1637582520623,False,normal
2026-02-01 20:40:00,2026-02-01 12:40:54,SOLAR,Phase_C,243.9,0.15,0.0,0.0,25087.17,27.03583333333333,False,False,True,inactive,245.98592988660465,6.044808274437227,692.377615449573,False,normal
2026-02-01 20:50:00,2026-02-01 12:50:39,SOLAR,Phase_C,244.7,0.15,0.0,0.0,25087.17,27.03583333333333,False,False,True,inactive,245.9458732786945,5.861185492033526,626.5152488025169,False,normal
2026-02-01 21:00:00,2026-02-01 13:00:25,SOLAR,Phase_C,244.1,0.15,0.0,0.0,25087.17,27.03583333333333,False,False,True,inactive,245.88837710504592,5.683290662209908,566.9180346441806,False,normal
2026-02-01 21:10:00,2026-02-01 13:10:12,SOLAR,Phase_C,246.4,0.15,0.0,0.0,25087.17,27.03583333333333,False,False,True,inactive,245.90431270530755,5.5109443716235385,512.9900008328007,False,normal
2026-02-01 21:20:00,2026-02-01 13:20:56,SOLAR,Phase_C,246.6,0.15,0.0,0.0,25087.17,27.03583333333333,False,False,True,inactive,245.9259805175745,5.343972893052475,464.1918670301301,False,normal
2026-02-01 21:30:00,2026-02-01 13:30:42,SOLAR,Phase_C,244.7,0.15,0.0,0.0,25087.17,27.03583333333333,False,False,True,inactive,245.88779768289652,5.182207999194758,420.03565189804334,False,normal
2026-02-01 21:40:00,2026-02-01 13:40:28,SOLAR,Phase_C,246.3,0.15,0.0,0.0,25087.17,27.03583333333333,False,False,True,inactive,245.90063515869724,5.025486783099565,380.0797932851464,False,normal
2026-02-01 21:50:00,2026-02-01 13:50:14,SOLAR,Phase_C,244.8,0.15,0.0,0.0,25087.17,27.03583333333333,False,False,True,inactive,245.8663585264528,4.873651484947912,343.9247326052559,False,normal
2026-02-01 22:00:00,2026-02-01 14:00:00,SOLAR,Phase_C,245.4,0.15,0.0,0.0,25087.17,27.03583333333333,False,False,True,inactive,245.85183536639133,4.7265493249161565,311.2089192515329,False,normal
2026-02-01 22:10:00,2026-02-01 14:10:45,SOLAR,Phase_C,245.9,0.15,0.0,0.0,25087.17,27.03583333333333,False,False,True,inactive,245.85333524714957,4.584032341870113,281.60519509041035,False,normal
2026-02-01 22:20:00,2026-02-01 14:20:30,SOLAR,Phase_C,245.0,0.15,0.0,0.0,25087.17,27.03583333333333,False,False,True,inactive,245.8267625151306,4.44595723765122,254.817522880255,False,normal
2026-02-01 22:30:00,2026-02-01 14:30:16,SOLAR,Phase_C,244.7,0.15,0.0,0.0,25087.17,27.03583333333333,False,False,True,inactive,245.7916762051087,4.312185226728783,230.57802589894897,False,normal
