rtc_time,gmt_time,channel_name,phase,voltage,current,power,pf,import_kwh,export_kwh,is_active_generation,is_active_window,is_valid,status,voltage_kf,current_kf,power_kf,timestamp,day,hour,power_kw_normal,voltage_v_normal,current_a_normal,energy_kwh_normal,active_pv,power_kw,voltage_v,current_a,energy_kwh,fault_type,fault_name,is_anomaly,power_ma,power_std,power_zscore,drift_flag,power_ratio,voltage_ratio,current_ratio,health_index,health_status,iso_prediction_raw,iso_anomaly_pred,elapsed_days,RUL_days,RUL_months,RUL_years
2026-04-01 10:00:00,2026-04-01 02:00:30,SOLAR,Phase_C,249.9,5.31,1325.0,1.0,26172.838,3.672,True,True,True,active,248.80733824376813,1.0322953850562735,525.5194406191937,2026-04-01 10:00:00,1,10,0.5255194406191936,248.80733824376813,1.0322953850562735,0.08758657343653227,True,0.23313883265324584,248.80733824376813,0.4579623938208358,0.0388564721088743,1,Partial-Shading-Like Drop,1,0.20581049023210182,0.13317282641899658,0.20520959985606893,0,0.4436350297118406,1.0,0.4436350297118406,0.5549080237694726,Warning,1,0,0.06944444444444445,2025.3757514791464,66.53665412217957,5.545176595425453
2026-04-01 10:10:00,2026-04-01 02:10:16,SOLAR,Phase_C,250.2,6.14,1536.0,1.0,26173.08,3.672,True,True,True,active,248.8525750785339,1.1982052972546966,621.6423278030267,2026-04-01 10:10:00,1,10,0.6216423278030266,248.8525750785339,1.1982052972546966,0.10360705463383776,True,0.2757823125650335,248.8525750785339,0.5315658426484722,0.045963718760838906,1,Partial-Shading-Like Drop,1,0.2116414754265128,0.12857190002088467,0.4988713484680707,0,0.4436350297118406,1.0,0.44363502971184066,0.5549080237694726,Warning,1,0,0.0763888888888889,2025.3718979512037,66.53652752796333,5.545166045040941
2026-04-01 10:20:00,2026-04-01 02:20:08,SOLAR,Phase_C,251.0,6.11,1533.0,1.0,26173.336,3.672,True,True,True,active,248.9221463642033,1.3573353646195816,708.3358958191693,2026-04-01 10:20:00,1,10,0.7083358958191693,248.9221463642033,1.3573353646195816,0.11805598263652822,True,0.31424261618770044,248.9221463642033,0.60216151481194,0.05237376936461673,1,Partial-Shading-Like Drop,1,0.21953387086968107,0.12634453343090393,0.7496069892870693,0,0.44363502971184066,1.0,0.44363502971184055,0.5549080237694725,Warning,1,0,0.08333333333333333,2025.3680444232602,66.53640093374705,5.545155494656428
2026-04-01 10:30:00,2026-04-01 02:30:53,SOLAR,Phase_C,248.5,5.6,1389.0,1.0,26173.58,3.672,True,True,True,active,248.90850335683595,1.4944506160721147,773.0844684964192,2026-04-01 10:30:00,1,10,0.7730844684964192,248.90850335683595,1.4944506160721147,0.12884741141606987,True,0.34296735115117144,248.90850335683595,0.6629906434640311,0.057161225191861904,1,Partial-Shading-Like Drop,1,0.22835054803264468,0.1257906821919566,0.9111708524135476,0,0.4436350297118406,1.0,0.4436350297118406,0.5549080237694726,Warning,1,0,0.09027777777777778,2025.364190895318,66.5362743395308,5.545144944271918
2026-04-01 10:40:00,2026-04-01 02:40:39,SOLAR,Phase_C,247.5,5.77,1427.0,1.0,26173.81,3.672,True,True,True,active,248.8630877375074,1.6323109358919987,835.2884886505221,2026-04-01 10:40:00,1,10,0.8352884886505222,248.8630877375074,1.6323109358919987,0.13921474810842036,True,0.37056323348043285,248.8630877375074,0.7241503105434092,0.061760538913405466,1,Partial-Shading-Like Drop,1,0.23783139372916387,0.12665447818420486,1.047983787499604,0,0.4436350297118406,1.0,0.4436350297118406,0.5549080237694726,Warning,1,0,0.09722222222222222,2025.360337367375,66.53614774531455,5.545134393887406
2026-04-01 10:50:00,2026-04-01 02:50:25,SOLAR,Phase_C,248.4,7.48,1855.0,1.0,26174.07,3.672,True,True,True,active,248.8481882201546,1.8204561568244773,932.288921463745,2026-04-01 10:50:00,1,10,0.9322889214637451,248.8481882201546,1.8204561568244773,0.15538148691062417,True,0.41359602337358836,248.8481882201546,0.8076181212219301,0.06893267056226472,1,Partial-Shading-Like Drop,1,0.2488166830819404,0.13001060867918926,1.267429957952532,0,0.4436350297118406,1.0,0.4436350297118406,0.5549080237694726,Warning,1,0,0.10416666666666667,2025.3564838394323,66.5360211510983,5.5451238435028944
2026-04-01 11:00:00,2026-04-01 03:00:11,SOLAR,Phase_C,248.8,10.43,2594.0,1.0,26174.398,3.672,True,True,True,active,248.8466409402588,2.0969007745715658,1090.3596650747338,2026-04-01 11:00:00,1,11,1.0903596650747338,248.8466409402588,2.0969007745715658,0.18172661084578895,True,0.4837217424120221,248.8466409402588,0.9302586374298382,0.08062029040200368,1,Partial-Shading-Like Drop,1,0.2626346277484158,0.1381746759821084,1.6000552423385734,0,0.4436350297118406,1.0,0.4436350297118406,0.5549080237694726,Warning,1,0,0.1111111111111111,2025.3526303114893,66.53589455688204,5.545113293118383
2026-04-01 11:10:00,2026-04-01 03:10:55,SOLAR,Phase_C,247.9,13.19,3268.0,1.0,26174.918,3.672,True,True,True,active,248.81630298238733,2.452412524225436,1297.508183260573,2026-04-01 11:10:00,1,11,1.297508183260573,248.81630298238733,2.452412524225436,0.21625136387676216,True,0.5756200814321606,248.81630298238733,1.0879761030504413,0.09593668023869344,1,Partial-Shading-Like Drop,1,0.2800227085086238,0.1530077920346401,1.9319105843747826,0,0.44363502971184055,1.0,0.4436350297118406,0.5549080237694725,Warning,1,0,0.11805555555555555,2025.348776783546,66.53576796266577,5.54510274273387
2026-04-01 11:20:00,2026-04-01 03:20:41,SOLAR,Phase_C,248.0,8.68,2152.0,1.0,26175.332,3.672,True,True,True,active,248.7901888149047,2.65163789258006,1378.7918598923743,2026-04-01 11:20:00,1,11,1.3787918598923743,248.7901888149047,2.65163789258006,0.2297986433153957,True,0.6116803677297974,248.7901888149047,1.1763594552597973,0.10194672795496623,1,Partial-Shading-Like Drop,1,0.29747837478342243,0.16703310262399898,1.8810761939425955,0,0.44363502971184055,1.0,0.4436350297118406,0.5549080237694725,Warning,1,0,0.125,2025.3449232556034,66.53564136844952,5.545092192349359
2026-04-01 11:30:00,2026-04-01 03:30:27,SOLAR,Phase_C,247.6,9.9,2450.0,1.0,26175.736,3.672,True,True,True,active,248.7521775801521,2.883129896358272,1480.6906654117258,2026-04-01 11:30:00,1,11,1.4806906654117258,248.7521775801521,2.883129896358272,0.24678177756862096,True,0.656886247343976,248.7521775801521,1.279057417233998,0.109481041223996,1,Partial-Shading-Like Drop,1,0.31544876841145014,0.18135692499296385,1.8826823345497987,0,0.44363502971184066,1.0,0.4436350297118406,0.5549080237694726,Warning,1,0,0.13194444444444445,2025.3410697276609,66.53551477423328,5.545081641964848
2026-04-01 11:40:00,2026-04-01 03:40:13,SOLAR,Phase_C,247.3,8.97,2218.0,1.0,26176.09,3.672,True,True,True,active,248.70587216252864,3.077221215506486,1550.8272793763942,2026-04-01 11:40:00,1,11,1.5508272793763942,248.70587216252864,3.077221215506486,0.25847121322939903,True,0.6880013061640796,248.70587216252864,1.3651631253711263,0.11466688436067993,1,Partial-Shading-Like Drop,1,0.3331893654472896,0.19456392774023432,1.8236265315866032,0,0.44363502971184066,1.0,0.4436350297118406,0.5549080237694726,Warning,1,0,0.1388888888888889,2025.3372161997181,66.53538818001702,5.545071091580337
2026-04-01 11:50:00,2026-04-01 03:50:58,SOLAR,Phase_C,247.2,6.6,1631.0,1.0,26176.536,3.672,True,True,True,active,248.65792553500225,3.189385691642586,1558.453713946879,2026-04-01 11:50:00,1,11,1.5584537139468788,248.65792553500225,3.189385691642586,0.2597422856578131,True,0.6913846596913519,248.65792553500225,1.4149232160743779,0.11523077661522531,1,Partial-Shading-Like Drop,1,0.34947096973111064,0.20465700857491903,1.6706668994190663,0,0.4436350297118406,1.0,0.4436350297118406,0.5549080237694726,Warning,1,0,0.14583333333333334,2025.3333626717751,66.53526158580075,5.545060541195825
2026-04-01 12:00:00,2026-04-01 04:00:43,SOLAR,Phase_C,247.7,6.55,1622.0,1.0,26176.78,3.672,True,True,True,active,248.6274677062463,3.296238480694134,1564.4985564434303,2026-04-01 12:00:00,1,12,1.5644985564434304,248.6274677062463,3.296238480694134,0.2607497594072384,True,0.694066363571913,248.6274677062463,1.4623268563200544,0.11567772726198548,1,Partial-Shading-Like Drop,1,0.3644533781589716,0.21247004396972585,1.551338622869146,0,0.4436350297118406,1.0,0.4436350297118406,0.5549080237694726,Warning,1,0,0.1527777777777778,2025.3295091438322,66.5351349915845,5.545049990811314
2026-04-01 12:10:00,2026-04-01 04:10:29,SOLAR,Phase_C,249.4,15.49,3862.0,1.0,26177.2,3.672,True,True,True,active,248.65199886145533,3.683441784466535,1783.0484090433738,2026-04-01 12:10:00,1,12,1.7830484090433738,248.65199886145533,3.683441784466535,0.2971747348405623,True,0.7910227339236072,248.65199886145533,1.6341038054936465,0.1318371223206012,1,Partial-Shading-Like Drop,1,0.38222710131583143,0.22530531174384863,1.8144074342665242,0,0.4436350297118406,1.0,0.44363502971184066,0.5549080237694726,Warning,1,0,0.1597222222222222,2025.3256556158894,66.53500839736824,5.545039440426802
2026-04-01 12:20:00,2026-04-01 04:20:15,SOLAR,Phase_C,249.6,17.24,4301.0,1.0,26177.828,3.672,True,True,True,active,248.6820650970296,4.113393454682341,2022.5685434628683,2026-04-01 12:20:00,1,12,2.022568543462868,248.6820650970296,4.113393454682341,0.3370947572438113,True,0.8972822558733837,248.6820650970296,1.824845427484491,0.14954704264556393,1,Partial-Shading-Like Drop,1,0.4174610290152798,0.2371713099000744,2.023099788335543,0,0.4436350297118406,1.0,0.4436350297118406,0.5549080237694726,Warning,1,0,0.16666666666666666,2025.3218020879467,66.53488180315199,5.545028890042291
2026-04-01 12:30:00,2026-04-01 04:30:01,SOLAR,Phase_C,249.8,10.15,2536.0,1.0,26178.262,3.672,True,True,True,active,248.7174801666868,4.304627166705544,2071.408701725218,2026-04-01 12:30:00,1,12,2.0714087017252183,248.7174801666868,4.304627166705544,0.3452347836208697,True,0.9189494609352323,248.7174801666868,1.90968340099981,0.15315824348920537,1,Partial-Shading-Like Drop,1,0.4531564542419815,0.2457019864883934,1.8957641057381287,0,0.4436350297118406,1.0,0.4436350297118406,0.5549080237694726,Warning,1,0,0.1736111111111111,2025.3179485600037,66.53475520893574,5.545018339657779
2026-04-01 12:40:00,2026-04-01 04:40:46,SOLAR,Phase_C,246.1,8.34,2051.0,1.0,26178.748,3.672,True,True,True,active,248.63465030693763,4.432326077310988,2069.467324556408,2026-04-01 12:40:00,1,12,2.069467324556408,248.63465030693763,4.432326077310988,0.3449112207594013,True,0.9180881980172653,248.63465030693763,1.966335111000426,0.1530146996695442,1,Partial-Shading-Like Drop,1,0.48827398213803486,0.24954405636887245,1.7223981293462876,0,0.4436350297118406,1.0,0.4436350297118406,0.5549080237694726,Warning,1,0,0.18055555555555555,2025.3140950320608,66.53462861471947,5.545007789273267
2026-04-01 12:50:00,2026-04-01 04:50:32,SOLAR,Phase_C,246.6,11.01,2714.0,1.0,26179.076,3.672,True,True,True,active,248.5703291381449,4.640265335080395,2130.778471124678,2026-04-01 12:50:00,1,12,2.130778471124678,248.5703291381449,4.640265335080395,0.35512974518744633,True,0.9452879703467469,248.5703291381449,2.058584249799215,0.15754799505779113,1,Partial-Shading-Like Drop,1,0.5236340520991644,0.251754101699268,1.6748641448204402,0,0.4436350297118406,1.0,0.4436350297118406,0.5549080237694726,Warning,1,0,0.1875,2025.310241504118,66.53450202050321,5.544997238888755
2026-04-01 13:00:00,2026-04-01 05:00:18,SOLAR,Phase_C,245.4,4.73,1158.0,1.0,26179.468,3.672,True,True,True,active,248.4702010213488,4.643099414009811,2038.242962698327,2026-04-01 13:00:00,1,13,2.0382429626983267,248.4702010213488,4.643099414009811,0.3397071604497211,True,0.9042359773166222,248.4702010213488,2.059841546489272,0.15070599621943703,1,Partial-Shading-Like Drop,1,0.5553082947624599,0.24973391753390994,1.3971978095717952,0,0.4436350297118406,1.0,0.4436350297118406,0.5549080237694726,Warning,1,0,0.19444444444444445,2025.3063879761753,66.53437542628697,5.5449866885042445
2026-04-01 13:10:00,2026-04-01 05:10:04,SOLAR,Phase_C,246.0,9.81,2412.0,1.0,26179.808,3.672,True,True,True,active,248.3922544864737,4.806139584927626,2073.796581858462,2026-04-01 13:10:00,1,13,2.073796581858462,248.3922544864737,4.806139584927626,0.345632763643077,True,0.9200088082090923,248.3922544864737,2.132171877558621,0.15333480136818203,1,Partial-Shading-Like Drop,1,0.5850754552218378,0.2488131927781904,1.346123769593832,0,0.4436350297118406,1.0,0.44363502971184066,0.5549080237694726,Warning,1,0,0.2013888888888889,2025.3025344482326,66.53424883207072,5.5449761381197336
2026-04-01 13:20:00,2026-04-01 05:20:48,SOLAR,Phase_C,246.8,18.35,4527.0,1.0,26180.264,3.672,True,True,True,active,248.34205335062924,5.233154978717401,2307.1574201416915,2026-04-01 13:20:00,1,13,2.3071574201416913,248.34205335062924,5.233154978717401,0.38452623669028185,True,1.0235358506344527,248.34205335062924,2.3216108644699607,0.17058930843907544,1,Partial-Shading-Like Drop,1,0.6168121273213785,0.25430958892445454,1.5993251573140486,0,0.4436350297118406,1.0,0.44363502971184055,0.5549080237694725,Warning,1,0,0.20833333333333334,2025.2986809202891,66.53412223785443,5.54496558773522
2026-04-01 13:30:00,2026-04-01 05:30:34,SOLAR,Phase_C,250.8,15.03,3767.0,1.0,26180.836,3.672,True,True,True,active,248.41948746433087,5.541790648856711,2446.0248582221284,2026-04-01 13:30:00,1,13,2.4460248582221285,248.41948746433087,5.541790648856711,0.4076708097036881,True,1.0851423106532747,248.41948746433087,2.4585324591623476,0.18085705177554579,1,Partial-Shading-Like Drop,1,0.6487488760267756,0.2632115344349637,1.6579571087692075,0,0.4436350297118406,1.0,0.4436350297118406,0.5549080237694726,Warning,1,0,0.2152777777777778,2025.2948273923466,66.53399564363819,5.544955037350709
2026-04-01 13:40:00,2026-04-01 05:40:20,SOLAR,Phase_C,251.3,17.13,4306.0,1.0,26181.484,3.672,True,True,True,active,248.5101670179447,5.906591578598634,2622.954876182735,2026-04-01 13:40:00,1,13,2.622954876182735,248.5101670179447,5.906591578598634,0.4371591460304558,True,1.1636346644281448,248.5101670179447,2.6203709304673124,0.1939391107380241,1,Partial-Shading-Like Drop,1,0.6816796789101494,0.2763625077682526,1.7439231877362507,0,0.4436350297118406,1.0,0.4436350297118406,0.5549080237694726,Warning,1,0,0.2222222222222222,2025.290973864404,66.53386904942194,5.544944486966198
2026-04-01 13:50:00,2026-04-01 05:50:06,SOLAR,Phase_C,249.3,17.65,4397.0,1.0,26182.208,3.672,True,True,True,active,248.53501403277647,6.276022394798318,2791.7108018164586,2026-04-01 13:50:00,1,13,2.7917108018164587,248.53501403277647,6.276022394798318,0.46528513363607643,True,1.238500704510711,248.53501403277647,2.784263381588529,0.2064167840851185,1,Partial-Shading-Like Drop,1,0.7148891696918752,0.29359354517799696,1.7834572435895546,0,0.4436350297118406,1.0,0.44363502971184066,0.5549080237694726,Warning,1,0,0.22916666666666666,2025.2871203364612,66.53374245520568,5.544933936581687
2026-04-01 14:00:00,2026-04-01 06:00:50,SOLAR,Phase_C,247.2,4.76,1175.0,1.0,26182.584,3.672,True,True,True,active,248.49304368594815,6.228361483267064,2637.921296783057,2026-04-01 14:00:00,1,14,2.637921296783057,248.49304368594815,6.228361483267064,0.43965354946384283,True,1.1702742928758487,248.49304368594815,2.763119331685268,0.1950457154793081,1,Partial-Shading-Like Drop,1,0.7539364805344837,0.28901891831247123,1.440520969257949,0,0.4436350297118406,1.0,0.44363502971184066,0.5549080237694726,Warning,1,0,0.2361111111111111,2025.2832668085182,66.53361586098943,5.544923386197175
2026-04-01 14:10:00,2026-04-01 06:10:37,SOLAR,Phase_C,251.3,5.53,1389.0,1.0,26182.776,3.672,True,True,True,active,248.58123533199364,6.206419692283092,2519.117745656057,2026-04-01 14:10:00,1,14,2.5191177456560574,248.58123533199364,6.206419692283092,0.4198529576093429,True,1.11756887594175,248.58123533199364,2.753385184590162,0.18626147932362497,1,Partial-Shading-Like Drop,1,0.7890109206751802,0.27938647274312406,1.1759980790789943,0,0.4436350297118406,1.0,0.4436350297118406,0.5549080237694726,Warning,1,0,0.24305555555555555,2025.2794132805752,66.53348926677316,5.544912835812664
2026-04-01 14:20:00,2026-04-01 06:20:22,SOLAR,Phase_C,247.8,5.49,1358.0,1.0,26183.022,3.672,True,True,True,active,248.5567037828924,6.1839234172957225,2408.666502919276,2026-04-01 14:20:00,1,14,2.4086665029192758,248.5567037828924,6.1839234172957225,0.4014444171532126,True,1.0685688355885081,248.5567037828924,2.743405048967735,0.17809480593141802,1,Partial-Shading-Like Drop,1,0.8204411798168806,0.2657512274734666,0.933683949950528,0,0.4436350297118406,1.0,0.4436350297118406,0.5549080237694726,Warning,1,0,0.25,2025.2755597526325,66.53336267255692,5.544902285428152
2026-04-01 14:30:00,2026-04-01 06:30:09,SOLAR,Phase_C,247.6,3.25,802.0,1.0,26183.178,3.672,True,True,True,active,248.52667849843672,6.091844879768676,2255.832468378162,2026-04-01 14:30:00,1,14,2.255832468378162,248.52667849843672,6.091844879768676,0.37597207806302696,True,1.0007663041338806,248.52667849843672,2.7025557842361003,0.16679438402231342,1,Partial-Shading-Like Drop,1,0.8478494695244935,0.24767195975379652,0.6174168232907644,0,0.4436350297118406,1.0,0.4436350297118406,0.5549080237694726,Warning,1,0,0.2569444444444444,2025.2717062246898,66.53323607834066,5.544891735043641
2026-04-01 14:40:00,2026-04-01 06:40:53,SOLAR,Phase_C,247.1,3.6,886.0,1.0,26183.332,3.672,True,True,True,active,248.48192607033596,6.0136800311763885,2125.5272555544598,2026-04-01 14:40:00,1,14,2.1255272555544598,248.48192607033596,6.0136800311763885,0.35425454259240996,True,0.9429583471712297,248.48192607033596,2.6678791193084397,0.1571597245285383,1,Partial-Shading-Like Drop,1,0.8716992659282766,0.22635526448451435,0.31481079711237797,0,0.4436350297118406,1.0,0.4436350297118406,0.5549080237694726,Warning,1,0,0.2638888888888889,2025.267852696747,66.53310948412441,5.544881184659129
2026-04-01 14:50:00,2026-04-01 06:50:39,SOLAR,Phase_C,247.3,3.45,850.0,1.0,26183.48,3.672,True,True,True,active,248.44486865907783,5.933299923118948,2004.192820204181,2026-04-01 14:50:00,1,14,2.004192820204181,248.44486865907783,5.933299923118948,0.33403213670069687,True,0.8891301413395395,248.44486865907783,2.632219687682136,0.14818835688992327,1,Partial-Shading-Like Drop,1,0.8915131875101912,0.20424487554981147,-0.01166759344260992,0,0.4436350297118406,1.0,0.4436350297118406,0.5549080237694726,Warning,1,0,0.2708333333333333,2025.2639991688038,66.53298288990814,5.544870634274617
2026-04-01 15:00:00,2026-04-01 07:00:25,SOLAR,Phase_C,247.4,3.7,913.0,1.0,26183.616,3.672,True,True,True,active,248.4121230289629,5.863309486921279,1900.3931850388,2026-04-01 15:00:00,1,15,1.9003931850388,248.4121230289629,5.863309486921279,0.31673219750646664,True,1.9003931850388,248.4121230289629,5.863309486921279,0.31673219750646664,0,Normal,0,0.950541164286307,0.2740508544552132,3.4659699297077826,1,1.0,1.0,1.0,1.0,Healthy,1,0,0.2777777777777778,3649.722222222222,119.89889034895604,9.992394858924634
2026-04-01 15:10:00,2026-04-01 07:10:11,SOLAR,Phase_C,246.8,3.94,971.0,1.0,26183.772,3.672,True,True,True,active,248.3616210322597,5.803059141493109,1811.9847285382364,2026-04-01 15:10:00,1,15,1.8119847285382364,248.3616210322597,5.803059141493109,0.30199745475637274,True,1.8119847285382364,248.3616210322597,5.803059141493109,0.30199745475637274,0,Normal,0,1.0020563579157267,0.3138274699691072,2.580807762629059,1,1.0,1.0,1.0,1.0,Healthy,1,0,0.2847222222222222,3649.715277777778,119.89866221346182,9.992375846071944
2026-04-01 15:20:00,2026-04-01 07:21:01,SOLAR,Phase_C,247.8,4.16,1029.0,1.0,26183.936,3.672,True,True,True,active,248.34403436455295,5.75160819239374,1737.5033657493443,2026-04-01 15:20:00,1,15,1.7375033657493444,248.34403436455295,5.75160819239374,0.2895838942915574,True,1.7375033657493444,248.34403436455295,5.75160819239374,0.2895838942915574,0,Normal,0,1.0489656494998747,0.33627718827837283,2.047530252570962,0,1.0,1.0,1.0,1.0,Healthy,1,0,0.2916666666666667,3649.7083333333335,119.8984340779676,9.992356833219256
2026-04-01 15:30:00,2026-04-01 07:31:39,SOLAR,Phase_C,249.5,5.02,1252.0,1.0,26184.192,3.672,True,True,True,active,248.38021909762628,5.728706951782225,1691.3198951623442,2026-04-01 15:30:00,1,15,1.6913198951623443,248.38021909762628,5.728706951782225,0.281886649193724,True,1.6913198951623443,248.38021909762628,5.728706951782225,0.281886649193724,0,Normal,0,1.0920670514923068,0.3498571862690326,1.7128498918676633,0,1.0,1.0,1.0,1.0,Healthy,1,0,0.2986111111111111,3649.7013888888887,119.89820594247334,9.992337820366567
2026-04-01 15:40:00,2026-04-01 07:40:27,SOLAR,Phase_C,249.0,7.96,1982.0,1.0,26184.496,3.672,True,True,True,active,248.399613155362,5.798528119289384,1718.9708178474964,2026-04-01 15:40:00,1,15,1.7189708178474965,248.399613155362,5.798528119289384,0.28649513630791607,True,1.7189708178474965,248.399613155362,5.798528119289384,0.28649513630791607,0,Normal,0,1.1350241144791158,0.3611968601809791,1.616699278824827,0,1.0,1.0,1.0,1.0,Healthy,1,0,0.3055555555555556,3649.6944444444443,119.89797780697911,9.992318807513879
