time_slot,current,current_p25,power,current_mean,current_std,rtc_time,voltage,power_kf,current_kf,voltage_kf,energy,synthetic_label,scenario_type,expected_detection,energy_synthetic
13:00,1.2775682765856164,4.73,1.483883650444163,6.612,4.46010874306894,2026-04-01 05:50:00,230.0,1.483883650444163,1.2775682765856164,230.0,36.220000000000006,Moderate System Anomaly-like Behaviour,System anomaly-like,Anomaly,33.22759564032291
13:10,2.198205966832444,5.34,3.7700000934661326,7.602000000000001,4.199192779570855,2026-04-01 06:00:00,230.0,3.7700000934661326,2.198205966832444,230.0,37.855000000000004,Moderate System Anomaly-like Behaviour,System anomaly-like,Anomaly,33.85592898923393
13:20,5.973468434913033,7.66,7.5265702279904225,11.246,5.548389856525946,2026-04-01 06:10:00,230.0,7.5265702279904225,5.973468434913033,230.0,40.27,Moderate System Anomaly-like Behaviour,System anomaly-like,Anomaly,35.110357360565665
13:30,7.143172802256465,12.9,7.248072542709181,12.574000000000002,3.687496440676248,2026-04-01 06:20:00,230.0,7.248072542709181,7.143172802256465,230.0,42.68833333333333,Moderate System Anomaly-like Behaviour,System anomaly-like,Anomaly,36.3183694510172
13:40,5.9259952021251,8.92,8.105897331158692,12.208,4.66851368210483,2026-04-01 06:30:00,230.0,8.105897331158692,5.9259952021251,230.0,45.44,Moderate System Anomaly-like Behaviour,System anomaly-like,Anomaly,37.66935233954364
13:50,5.2698142952791995,6.25,7.993663456341233,10.436,5.527787079835836,2026-04-01 06:40:00,230.0,7.993663456341233,5.2698142952791995,230.0,47.836666666666666,Moderate System Anomaly-like Behaviour,System anomaly-like,Anomaly,39.001629582267185
14:00,3.6313221950243673,4.76,5.397415193817816,9.644,5.55373117822604,2026-04-01 06:50:00,230.0,5.397415193817816,3.6313221950243673,230.0,50.28666666666667,Moderate System Anomaly-like Behaviour,System anomaly-like,Anomaly,39.90119878123682
14:10,3.254134860323222,5.53,4.004658218814293,7.836,5.030763361558562,2026-04-01 07:00:00,230.0,4.004658218814293,3.254134860323222,230.0,51.47833333333334,Moderate System Anomaly-like Behaviour,System anomaly-like,Anomaly,40.568641817705874
14:20,3.6897264281959616,5.49,6.996046075955913,10.078,5.293068108384777,2026-04-01 07:10:00,230.0,6.996046075955913,3.6897264281959616,230.0,54.06333333333334,Moderate System Anomaly-like Behaviour,System anomaly-like,Anomaly,41.73464949703186
14:30,5.406666659716014,11.36,5.8470081089120285,11.154,4.828895318807398,2026-04-01 07:20:00,230.0,5.8470081089120285,5.406666659716014,230.0,56.21000000000001,Moderate System Anomaly-like Behaviour,System anomaly-like,Anomaly,42.7091508485172
14:40,8.340599423564393,11.864999999999998,8.649563246526748,12.4075,5.954177105192622,2026-04-01 07:30:00,230.0,8.649563246526748,8.340599423564393,230.0,58.74125000000001,Moderate System Anomaly-like Behaviour,System anomaly-like,Anomaly,44.15074472293832
14:50,5.092895639276993,11.34,6.138300243776143,11.924,5.148313316028854,2026-04-01 07:40:00,230.0,6.138300243776143,5.092895639276993,230.0,61.33458333333334,Moderate System Anomaly-like Behaviour,System anomaly-like,Anomaly,45.17379476356768
15:00,8.87635254985484,12.54,9.219510509256445,12.95,5.425652034548475,2026-04-01 07:50:00,230.0,9.219510509256445,8.87635254985484,230.0,64.02125000000001,Moderate System Anomaly-like Behaviour,System anomaly-like,Anomaly,46.71037984844375
15:10,6.32833768625406,13.95,6.583684196795583,12.778,4.985305406893343,2026-04-01 08:00:00,230.0,6.583684196795583,6.32833768625406,230.0,66.59958333333334,Moderate System Anomaly-like Behaviour,System anomaly-like,Anomaly,47.807660547909684
15:20,8.284134968098558,13.48,8.456362306312665,12.402,4.650534377896803,2026-04-01 08:10:00,230.0,8.456362306312665,8.284134968098558,230.0,69.05458333333334,Moderate System Anomaly-like Behaviour,System anomaly-like,Anomaly,49.21705426562846
15:30,12.46,9.83,12.62,10.718,3.4843679484233583,2026-04-01 08:20:00,230.0,12.62,12.46,230.0,71.15791666666668,Normal,Normal,Normal,51.320387598961794
15:40,11.01,7.96,13.93,10.83,3.559754204997868,2026-04-01 08:30:00,230.0,13.93,11.01,230.0,73.47958333333335,Normal,Normal,Normal,53.64205426562846
15:50,13.51,12.37,15.56,12.748,3.719048265349618,2026-04-01 08:40:00,230.0,15.56,13.51,230.0,76.07291666666669,Normal,Normal,Normal,56.23538759896179
16:00,13.51,11.74,13.66,12.042,3.079134618687529,2026-04-01 08:50:00,230.0,13.66,13.51,230.0,78.34958333333336,Normal,Normal,Normal,58.51205426562846
16:10,12.88,7.46,13.44,10.328,4.374576550936102,2026-04-01 09:00:00,230.0,13.44,12.88,230.0,80.58958333333335,Normal,Normal,Normal,60.75205426562846
16:20,7.55,6.64,12.02,8.488,3.573495487614333,2026-04-01 09:10:00,230.0,12.02,7.55,230.0,82.59291666666668,Normal,Normal,Normal,62.75538759896179
16:30,9.61,7.5,12.54,9.15,3.930057251491383,2026-04-01 09:20:00,230.0,12.54,9.61,230.0,84.68291666666669,Normal,Normal,Normal,64.84538759896179
16:40,11.45,6.58,12.15,9.292,4.09311250761569,2026-04-01 09:30:00,230.0,12.15,11.45,230.0,86.70791666666669,Normal,Normal,Normal,66.8703875989618
16:50,6.53,3.74,10.02,7.18,3.819077113649317,2026-04-01 09:40:00,230.0,10.02,6.53,230.0,88.37791666666669,Normal,Normal,Normal,68.5403875989618
17:00,7.09,3.44,8.92,6.853999999999999,3.6071429137199424,2026-04-01 09:50:00,230.0,8.92,7.09,230.0,89.86458333333336,Normal,Normal,Normal,70.02705426562846
17:10,4.84,4.76,8.99,6.537999999999999,3.4530160729426096,2026-04-01 10:00:00,230.0,8.99,4.84,230.0,91.36291666666669,Normal,Normal,Normal,71.5253875989618
17:20,5.19,4.99,9.06,6.540000000000001,3.0533833693134578,2026-04-01 10:10:00,230.0,9.06,5.19,230.0,92.8729166666667,Normal,Normal,Normal,73.0353875989618
17:30,7.72,5.73,8.74,6.916,2.377378808688258,2026-04-01 10:20:00,230.0,8.74,7.72,230.0,94.32958333333336,Normal,Normal,Normal,74.49205426562847
17:40,6.92,6.23,7.82,6.726000000000001,2.258269248783236,2026-04-01 10:30:00,230.0,7.82,6.92,230.0,95.63291666666669,Normal,Normal,Normal,75.7953875989618
17:50,4.4,3.49,6.37,5.2780000000000005,2.497152378210028,2026-04-01 10:40:00,230.0,6.37,4.4,230.0,96.69458333333336,Normal,Normal,Normal,76.85705426562846
18:00,4.41,3.48,5.14,4.954,2.2094750507756364,2026-04-01 10:50:00,230.0,5.14,4.41,230.0,97.55125000000002,Normal,Normal,Normal,77.71372093229513
18:10,4.67,3.56,4.95,4.436,1.428576214277698,2026-04-01 11:00:00,230.0,4.95,4.67,230.0,98.37625000000003,Normal,Normal,Normal,78.53872093229513
18:20,3.92,3.61,4.23,3.92,1.1107880085776944,2026-04-01 11:10:00,230.0,4.23,3.92,230.0,99.08125000000003,Normal,Normal,Normal,79.24372093229513
18:30,2.81,2.12,2.84,2.808,0.928638788765578,2026-04-01 11:20:00,230.0,2.84,2.81,230.0,99.55458333333335,Normal,Normal,Normal,79.71705426562846
18:40,1.8,1.43,1.82,1.66,0.3150396800404672,2026-04-01 11:30:00,230.0,1.82,1.8,230.0,99.85791666666668,Normal,Normal,Normal,80.02038759896179
18:50,1.06,1.03,1.38,1.204,0.3429723020886672,2026-04-01 11:40:00,230.0,1.38,1.06,230.0,100.08791666666669,Normal,Normal,Normal,80.2503875989618
19:00,0.94,0.88,1.02,0.992,0.1561089363233252,2026-04-01 11:50:00,230.0,1.02,0.94,230.0,100.25791666666669,Normal,Normal,Normal,80.4203875989618
19:10,0.89,0.86,0.9,0.89,0.0659545297913645,2026-04-01 12:00:00,230.0,0.9,0.89,230.0,100.4079166666667,Normal,Normal,Normal,80.5703875989618
19:20,0.7,0.7,0.72,0.746,0.0978774744259373,2026-04-01 12:10:00,230.0,0.72,0.7,230.0,100.5279166666667,Normal,Normal,Normal,80.6903875989618
19:30,0.655,0.6475,0.665,0.6575,0.0170782512765993,2026-04-01 12:20:00,230.0,0.665,0.655,230.0,100.63875000000003,Normal,Normal,Normal,80.80122093229514
19:40,0.15,0.15,0.15,0.15,,2026-04-01 12:30:00,230.0,0.15,0.15,230.0,100.66375000000004,Normal,Normal,Normal,80.82622093229514
