time_slot,current,current_p25,power,current_mean,current_std,rtc_time,voltage,power_kf,current_kf,voltage_kf,energy,synthetic_label,scenario_type,expected_detection,energy_synthetic
13:00,5.538831768999669,4.73,6.433301495670423,6.612,4.46010874306894,2026-04-01 05:50:00,230.0,6.433301495670423,5.538831768999669,230.0,36.220000000000006,Mild System Anomaly-like Behaviour,System anomaly-like,Warning or Mild Anomaly,35.59886295600005
13:10,4.587323458577556,5.34,7.8674201273856355,7.602000000000001,4.199192779570855,2026-04-01 06:00:00,230.0,7.8674201273856355,4.587323458577556,230.0,37.855000000000004,Mild System Anomaly-like Behaviour,System anomaly-like,Warning or Mild Anomaly,36.91009964389765
13:20,8.888396041049951,7.66,11.199379011722938,11.246,5.548389856525946,2026-04-01 06:10:00,230.0,11.199379011722938,8.888396041049951,230.0,40.27,Mild System Anomaly-like Behaviour,System anomaly-like,Warning or Mild Anomaly,38.77666281251814
13:30,11.729269062209262,12.9,11.901517069416531,12.574000000000002,3.687496440676248,2026-04-01 06:20:00,230.0,11.901517069416531,11.729269062209262,230.0,42.68833333333333,Mild System Anomaly-like Behaviour,System anomaly-like,Warning or Mild Anomaly,40.76024899075423
13:40,10.252463470679075,8.92,14.023875053928046,12.208,4.66851368210483,2026-04-01 06:30:00,230.0,14.023875053928046,10.252463470679075,230.0,45.44,Mild System Anomaly-like Behaviour,System anomaly-like,Warning or Mild Anomaly,43.097561499742234
13:50,7.569786014674554,6.25,11.482439123525324,10.436,5.527787079835836,2026-04-01 06:40:00,230.0,11.482439123525324,7.569786014674554,230.0,47.836666666666666,Mild System Anomaly-like Behaviour,System anomaly-like,Warning or Mild Anomaly,45.01130135366312
14:00,7.612947758297849,4.76,11.315503745902767,9.644,5.55373117822604,2026-04-01 06:50:00,230.0,11.315503745902767,7.612947758297849,230.0,50.28666666666667,Mild System Anomaly-like Behaviour,System anomaly-like,Warning or Mild Anomaly,46.89721864464691
14:10,4.854975554130239,5.53,5.974711740452877,7.836,5.030763361558562,2026-04-01 07:00:00,230.0,5.974711740452877,4.854975554130239,230.0,51.47833333333334,Mild System Anomaly-like Behaviour,System anomaly-like,Warning or Mild Anomaly,47.893003934722394
14:20,6.963241376962207,5.49,13.202918552161837,10.078,5.293068108384777,2026-04-01 07:10:00,230.0,13.202918552161837,6.963241376962207,230.0,54.06333333333334,Mild System Anomaly-like Behaviour,System anomaly-like,Warning or Mild Anomaly,50.0934903600827
14:30,8.744594810457754,11.36,9.456791029277573,11.154,4.828895318807398,2026-04-01 07:20:00,230.0,9.456791029277573,8.744594810457754,230.0,56.21000000000001,Mild System Anomaly-like Behaviour,System anomaly-like,Warning or Mild Anomaly,51.66962219829563
14:40,11.17640563581219,11.864999999999998,11.590417247790892,12.4075,5.954177105192622,2026-04-01 07:30:00,230.0,11.590417247790892,11.17640563581219,230.0,58.74125000000001,Mild System Anomaly-like Behaviour,System anomaly-like,Warning or Mild Anomaly,53.60135840626078
14:50,11.1944745516301,11.34,13.492333386782676,11.924,5.148313316028854,2026-04-01 07:40:00,230.0,13.492333386782676,11.1944745516301,230.0,61.33458333333334,Mild System Anomaly-like Behaviour,System anomaly-like,Warning or Mild Anomaly,55.85008063739122
15:00,11.898002293940543,12.54,12.357976609427935,12.95,5.425652034548475,2026-04-01 07:50:00,230.0,12.357976609427935,11.898002293940543,230.0,64.02125000000001,Mild System Anomaly-like Behaviour,System anomaly-like,Warning or Mild Anomaly,57.909743405629214
15:10,10.382922039899842,13.95,10.801869802101585,12.778,4.985305406893343,2026-04-01 08:00:00,230.0,10.801869802101585,10.382922039899842,230.0,66.59958333333334,Mild System Anomaly-like Behaviour,System anomaly-like,Warning or Mild Anomaly,59.71005503931281
15:20,11.349268582873266,13.48,11.58522011266273,12.402,4.650534377896803,2026-04-01 08:10:00,230.0,11.58522011266273,11.349268582873266,230.0,69.05458333333334,Mild System Anomaly-like Behaviour,System anomaly-like,Warning or Mild Anomaly,61.640925058089934
15:30,12.46,9.83,12.62,10.718,3.4843679484233583,2026-04-01 08:20:00,230.0,12.62,12.46,230.0,71.15791666666668,Normal,Normal,Normal,63.744258391423266
15:40,11.01,7.96,13.93,10.83,3.559754204997868,2026-04-01 08:30:00,230.0,13.93,11.01,230.0,73.47958333333335,Normal,Normal,Normal,66.06592505808993
15:50,13.51,12.37,15.56,12.748,3.719048265349618,2026-04-01 08:40:00,230.0,15.56,13.51,230.0,76.07291666666669,Normal,Normal,Normal,68.65925839142326
16:00,13.51,11.74,13.66,12.042,3.079134618687529,2026-04-01 08:50:00,230.0,13.66,13.51,230.0,78.34958333333336,Normal,Normal,Normal,70.93592505808994
16:10,12.88,7.46,13.44,10.328,4.374576550936102,2026-04-01 09:00:00,230.0,13.44,12.88,230.0,80.58958333333335,Normal,Normal,Normal,73.17592505808993
16:20,7.55,6.64,12.02,8.488,3.573495487614333,2026-04-01 09:10:00,230.0,12.02,7.55,230.0,82.59291666666668,Normal,Normal,Normal,75.17925839142326
16:30,9.61,7.5,12.54,9.15,3.930057251491383,2026-04-01 09:20:00,230.0,12.54,9.61,230.0,84.68291666666669,Normal,Normal,Normal,77.26925839142326
16:40,11.45,6.58,12.15,9.292,4.09311250761569,2026-04-01 09:30:00,230.0,12.15,11.45,230.0,86.70791666666669,Normal,Normal,Normal,79.29425839142327
16:50,6.53,3.74,10.02,7.18,3.819077113649317,2026-04-01 09:40:00,230.0,10.02,6.53,230.0,88.37791666666669,Normal,Normal,Normal,80.96425839142327
17:00,7.09,3.44,8.92,6.853999999999999,3.6071429137199424,2026-04-01 09:50:00,230.0,8.92,7.09,230.0,89.86458333333336,Normal,Normal,Normal,82.45092505808994
17:10,4.84,4.76,8.99,6.537999999999999,3.4530160729426096,2026-04-01 10:00:00,230.0,8.99,4.84,230.0,91.36291666666669,Normal,Normal,Normal,83.94925839142327
17:20,5.19,4.99,9.06,6.540000000000001,3.0533833693134578,2026-04-01 10:10:00,230.0,9.06,5.19,230.0,92.8729166666667,Normal,Normal,Normal,85.45925839142328
17:30,7.72,5.73,8.74,6.916,2.377378808688258,2026-04-01 10:20:00,230.0,8.74,7.72,230.0,94.32958333333336,Normal,Normal,Normal,86.91592505808994
17:40,6.92,6.23,7.82,6.726000000000001,2.258269248783236,2026-04-01 10:30:00,230.0,7.82,6.92,230.0,95.63291666666669,Normal,Normal,Normal,88.21925839142327
17:50,4.4,3.49,6.37,5.2780000000000005,2.497152378210028,2026-04-01 10:40:00,230.0,6.37,4.4,230.0,96.69458333333336,Normal,Normal,Normal,89.28092505808993
18:00,4.41,3.48,5.14,4.954,2.2094750507756364,2026-04-01 10:50:00,230.0,5.14,4.41,230.0,97.55125000000002,Normal,Normal,Normal,90.1375917247566
18:10,4.67,3.56,4.95,4.436,1.428576214277698,2026-04-01 11:00:00,230.0,4.95,4.67,230.0,98.37625000000003,Normal,Normal,Normal,90.9625917247566
18:20,3.92,3.61,4.23,3.92,1.1107880085776944,2026-04-01 11:10:00,230.0,4.23,3.92,230.0,99.08125000000003,Normal,Normal,Normal,91.6675917247566
18:30,2.81,2.12,2.84,2.808,0.928638788765578,2026-04-01 11:20:00,230.0,2.84,2.81,230.0,99.55458333333335,Normal,Normal,Normal,92.14092505808993
18:40,1.8,1.43,1.82,1.66,0.3150396800404672,2026-04-01 11:30:00,230.0,1.82,1.8,230.0,99.85791666666668,Normal,Normal,Normal,92.44425839142326
18:50,1.06,1.03,1.38,1.204,0.3429723020886672,2026-04-01 11:40:00,230.0,1.38,1.06,230.0,100.08791666666669,Normal,Normal,Normal,92.67425839142327
19:00,0.94,0.88,1.02,0.992,0.1561089363233252,2026-04-01 11:50:00,230.0,1.02,0.94,230.0,100.25791666666669,Normal,Normal,Normal,92.84425839142327
19:10,0.89,0.86,0.9,0.89,0.0659545297913645,2026-04-01 12:00:00,230.0,0.9,0.89,230.0,100.4079166666667,Normal,Normal,Normal,92.99425839142327
19:20,0.7,0.7,0.72,0.746,0.0978774744259373,2026-04-01 12:10:00,230.0,0.72,0.7,230.0,100.5279166666667,Normal,Normal,Normal,93.11425839142328
19:30,0.655,0.6475,0.665,0.6575,0.0170782512765993,2026-04-01 12:20:00,230.0,0.665,0.655,230.0,100.63875000000003,Normal,Normal,Normal,93.22509172475661
19:40,0.15,0.15,0.15,0.15,,2026-04-01 12:30:00,230.0,0.15,0.15,230.0,100.66375000000004,Normal,Normal,Normal,93.25009172475662
