rtc_time,voltage,current,power,pf,degradation_factor,day_counter,source
2026-03-01 13:30:00,246.27,5.247,2316.02,1.0,1.0,0,synthetic_stream
2026-03-01 13:40:00,246.35,5.626,2502.9,1.0,1.0,0,synthetic_stream
2026-03-01 13:50:00,246.33,5.582,2359.97,1.0,1.0,0,synthetic_stream
2026-03-01 14:00:00,246.29,5.6,2285.08,1.0,1.0,0,synthetic_stream
2026-03-01 14:10:00,246.24,5.52,2158.03,1.0,1.0,0,synthetic_stream
2026-03-01 14:20:00,246.27,5.858,2318.91,1.0,1.0,0,synthetic_stream
2026-03-01 14:30:00,246.38,6.147,2447.28,1.0,1.0,0,synthetic_stream
2026-03-01 14:40:00,246.46,6.442,2603.02,1.0,1.0,0,synthetic_stream
2026-03-01 14:50:00,246.6,6.722,2709.5,1.0,1.0,0,synthetic_stream
2026-03-01 15:00:00,246.71,6.986,2820.66,1.0,1.0,0,synthetic_stream
2026-03-01 15:10:00,246.78,7.222,2885.18,1.0,1.0,0,synthetic_stream
2026-03-01 15:20:00,246.87,7.452,2957.95,1.0,1.0,0,synthetic_stream
2026-03-01 15:30:00,246.92,7.686,3037.21,1.0,1.0,0,synthetic_stream
2026-03-01 15:40:00,246.93,7.88,3077.42,1.0,1.0,0,synthetic_stream
2026-03-01 15:50:00,246.99,8.078,3127.57,1.0,1.0,0,synthetic_stream
2026-03-01 16:00:00,247.01,8.264,3135.31,1.0,1.0,0,synthetic_stream
2026-03-01 16:10:00,247.05,8.455,3174.41,1.0,1.0,0,synthetic_stream
2026-03-01 16:20:00,247.04,8.596,3195.12,1.0,1.0,0,synthetic_stream
2026-03-01 16:30:00,247.01,8.701,3136.02,1.0,1.0,0,synthetic_stream
2026-03-01 16:40:00,246.97,8.839,3150.39,1.0,1.0,0,synthetic_stream
2026-03-01 16:50:00,246.94,8.957,3163.58,1.0,1.0,0,synthetic_stream
2026-03-01 17:00:00,246.89,9.058,3145.1,1.0,1.0,0,synthetic_stream
2026-03-01 17:10:00,246.86,9.134,3100.07,1.0,1.0,0,synthetic_stream
2026-03-01 17:20:00,246.85,9.184,3065.7,1.0,1.0,0,synthetic_stream
2026-03-01 17:30:00,246.92,9.228,3025.63,1.0,1.0,0,synthetic_stream
2026-03-01 17:40:00,246.85,9.241,2965.92,1.0,1.0,0,synthetic_stream
2026-03-01 17:50:00,246.82,9.262,2920.4,1.0,1.0,0,synthetic_stream
2026-03-01 18:00:00,246.77,9.227,2831.88,1.0,1.0,0,synthetic_stream
2026-03-01 18:10:00,246.74,9.149,2711.95,1.0,1.0,0,synthetic_stream
2026-03-01 18:20:00,246.69,9.02,2581.16,1.0,1.0,0,synthetic_stream
2026-03-01 18:30:00,246.65,8.836,2417.28,1.0,1.0,0,synthetic_stream
2026-03-01 18:40:00,246.66,8.628,2219.76,1.0,1.0,0,synthetic_stream
2026-03-01 18:50:00,246.61,8.408,2033.36,1.0,1.0,0,synthetic_stream
2026-03-01 19:00:00,246.58,8.176,1863.11,1.0,1.0,0,synthetic_stream
2026-03-01 19:10:00,246.56,7.95,1706.72,1.0,1.0,0,synthetic_stream
2026-03-01 19:20:00,246.55,7.727,1522.05,1.0,1.0,0,synthetic_stream
2026-03-01 19:30:00,246.45,7.507,1379.67,1.0,1.0,0,synthetic_stream
2026-03-01 19:40:00,246.37,7.278,1291.64,1.0,1.0,0,synthetic_stream
2026-03-01 19:50:00,246.31,7.056,1148.44,1.0,1.0,0,synthetic_stream
2026-03-01 20:00:00,246.25,6.84,1034.65,1.0,1.0,0,synthetic_stream
2026-03-01 20:10:00,246.18,6.632,943.42,1.0,1.0,0,synthetic_stream
2026-03-01 20:20:00,246.09,6.43,852.27,1.0,1.0,0,synthetic_stream
2026-03-01 20:30:00,246.05,6.234,763.02,1.0,1.0,0,synthetic_stream
2026-03-01 20:40:00,245.99,6.045,697.31,1.0,1.0,0,synthetic_stream
2026-03-01 20:50:00,245.95,5.861,632.2,1.0,1.0,0,synthetic_stream
2026-03-01 21:00:00,245.89,5.683,582.86,1.0,1.0,0,synthetic_stream
2026-03-01 21:10:00,245.9,5.511,488.81,1.0,1.0,0,synthetic_stream
2026-03-01 21:20:00,245.93,5.344,471.1,1.0,1.0,0,synthetic_stream
2026-03-01 21:30:00,245.89,5.182,420.64,1.0,1.0,0,synthetic_stream
2026-03-01 21:40:00,245.9,5.025,380.33,1.0,1.0,0,synthetic_stream
2026-03-01 21:50:00,245.87,4.874,343.87,1.0,1.0,0,synthetic_stream
2026-03-01 22:00:00,245.85,4.727,313.48,1.0,1.0,0,synthetic_stream
2026-03-01 22:10:00,245.85,4.584,279.18,1.0,1.0,0,synthetic_stream
2026-03-01 22:20:00,245.83,4.446,256.77,1.0,1.0,0,synthetic_stream
2026-03-01 22:30:00,245.79,4.312,231.0,1.0,1.0,0,synthetic_stream
2026-03-01 22:40:00,245.81,4.183,204.4,1.0,1.0,0,synthetic_stream
2026-03-01 22:50:00,245.84,4.057,204.67,1.0,1.0,0,synthetic_stream
2026-03-01 23:00:00,245.88,3.935,159.4,1.0,1.0,0,synthetic_stream
2026-03-01 23:10:00,245.97,3.818,157.01,1.0,1.0,0,synthetic_stream
2026-03-01 23:20:00,246.07,3.703,127.06,1.0,1.0,0,synthetic_stream
2026-03-01 23:30:00,246.13,3.593,121.72,1.0,1.0,0,synthetic_stream
2026-03-01 23:40:00,246.18,3.485,111.82,1.0,1.0,0,synthetic_stream
2026-03-01 23:50:00,246.23,3.382,106.48,1.0,1.0,0,synthetic_stream
2026-03-02 00:00:00,241.18,0.15,0.0,0.0,0.9985,1,synthetic_stream
2026-03-02 00:10:00,243.63,0.15,0.0,0.0,0.9985,1,synthetic_stream
2026-03-02 00:20:00,242.04,0.15,0.0,0.0,0.9985,1,synthetic_stream
2026-03-02 00:30:00,242.02,0.15,2.42,0.0,0.9985,1,synthetic_stream
2026-03-02 00:40:00,241.69,0.15,13.13,0.0,0.9985,1,synthetic_stream
2026-03-02 00:50:00,241.83,0.15,0.0,0.0,0.9985,1,synthetic_stream
2026-03-02 01:00:00,242.22,0.15,2.16,0.0,0.9985,1,synthetic_stream
2026-03-02 01:10:00,242.27,0.15,0.0,0.0,0.9985,1,synthetic_stream
2026-03-02 01:20:00,242.41,0.15,9.66,0.0,0.9985,1,synthetic_stream
2026-03-02 01:30:00,242.57,0.15,0.0,0.0,0.9985,1,synthetic_stream
2026-03-02 01:40:00,242.67,0.15,0.0,0.0,0.9985,1,synthetic_stream
2026-03-02 01:50:00,242.84,0.15,0.0,0.0,0.9985,1,synthetic_stream
2026-03-02 02:00:00,242.95,0.15,0.0,0.0,0.9985,1,synthetic_stream
2026-03-02 02:10:00,243.07,0.15,0.0,0.0,0.9985,1,synthetic_stream
2026-03-02 02:20:00,243.24,0.15,0.0,0.0,0.9985,1,synthetic_stream
2026-03-02 02:30:00,243.28,0.15,13.79,0.0,0.9985,1,synthetic_stream
2026-03-02 02:40:00,243.22,0.15,0.0,0.0,0.9985,1,synthetic_stream
2026-03-02 02:50:00,243.2,0.15,16.03,0.0,0.9985,1,synthetic_stream
2026-03-02 03:00:00,243.29,0.15,17.39,0.0,0.9985,1,synthetic_stream
2026-03-02 03:10:00,243.42,0.15,0.0,0.0,0.9985,1,synthetic_stream
2026-03-02 03:20:00,243.56,0.15,0.02,0.0,0.9985,1,synthetic_stream
2026-03-02 03:30:00,243.68,0.15,2.61,0.0,0.9985,1,synthetic_stream
2026-03-02 03:40:00,243.75,0.15,9.1,0.0,0.9985,1,synthetic_stream
2026-03-02 03:50:00,243.95,0.15,0.0,0.0,0.9985,1,synthetic_stream
2026-03-02 04:00:00,244.1,0.15,0.0,0.0,0.9985,1,synthetic_stream
2026-03-02 04:10:00,244.2,0.15,0.0,0.0,0.9985,1,synthetic_stream
2026-03-02 04:20:00,244.22,0.15,0.0,0.0,0.9985,1,synthetic_stream
2026-03-02 04:30:00,244.33,0.15,9.41,0.0,0.9985,1,synthetic_stream
2026-03-02 04:40:00,244.44,0.15,16.55,0.0,0.9985,1,synthetic_stream
2026-03-02 04:50:00,244.59,0.15,1.26,0.0,0.9985,1,synthetic_stream
2026-03-02 05:00:00,244.69,0.15,0.0,0.0,0.9985,1,synthetic_stream
2026-03-02 05:10:00,244.77,0.15,0.0,0.0,0.9985,1,synthetic_stream
2026-03-02 05:20:00,244.77,0.15,0.0,0.0,0.9985,1,synthetic_stream
2026-03-02 05:30:00,244.86,0.15,16.0,0.0,0.9985,1,synthetic_stream
2026-03-02 05:40:00,244.98,0.15,0.0,0.0,0.9985,1,synthetic_stream
2026-03-02 05:50:00,245.05,0.15,0.0,0.0,0.9985,1,synthetic_stream
2026-03-02 06:00:00,245.11,0.15,0.0,0.0,0.9985,1,synthetic_stream
2026-03-02 06:10:00,245.19,0.15,0.0,0.0,0.9985,1,synthetic_stream
2026-03-02 06:20:00,245.27,0.15,3.01,0.0,0.9985,1,synthetic_stream
2026-03-02 06:30:00,245.31,0.15,0.0,0.0,0.9985,1,synthetic_stream
2026-03-02 06:40:00,245.45,0.15,0.0,0.0,0.9985,1,synthetic_stream
2026-03-02 06:50:00,245.63,0.15,3.63,0.0,0.9985,1,synthetic_stream
2026-03-02 07:00:00,245.81,0.15,0.0,0.0,0.9985,1,synthetic_stream
2026-03-02 07:10:00,245.96,0.15,0.31,0.0,0.9985,1,synthetic_stream
2026-03-02 07:20:00,246.16,0.15,14.79,0.0,0.9985,1,synthetic_stream
2026-03-02 07:30:00,246.34,0.15,11.76,0.0,0.9985,1,synthetic_stream
2026-03-02 07:40:00,246.48,0.15,0.0,0.0,0.9985,1,synthetic_stream
2026-03-02 07:50:00,246.61,0.179,0.0,0.0,0.9985,1,synthetic_stream
2026-03-02 08:00:00,246.68,0.202,44.99,1.0,0.9985,1,synthetic_stream
2026-03-02 08:10:00,246.78,0.227,29.64,1.0,0.9985,1,synthetic_stream
2026-03-02 08:20:00,246.89,0.258,62.49,1.0,0.9985,1,synthetic_stream
2026-03-02 08:30:00,246.98,0.285,67.82,1.0,0.9985,1,synthetic_stream
2026-03-02 08:40:00,247.05,0.308,88.46,1.0,0.9985,1,synthetic_stream
2026-03-02 08:50:00,247.03,0.337,92.4,1.0,0.9985,1,synthetic_stream
2026-03-02 09:00:00,246.94,0.365,121.37,1.0,0.9985,1,synthetic_stream
2026-03-02 09:10:00,246.88,0.394,126.51,1.0,0.9985,1,synthetic_stream
2026-03-02 09:20:00,246.85,0.425,141.29,1.0,0.9985,1,synthetic_stream
2026-03-02 09:30:00,246.79,0.471,179.86,1.0,0.9985,1,synthetic_stream
2026-03-02 09:40:00,246.78,0.546,210.14,1.0,0.9985,1,synthetic_stream
2026-03-02 09:50:00,246.74,0.629,292.14,1.0,0.9985,1,synthetic_stream
2026-03-02 10:00:00,246.68,0.714,329.08,1.0,0.9985,1,synthetic_stream
2026-03-02 10:10:00,246.64,0.823,384.78,1.0,0.9985,1,synthetic_stream
2026-03-02 10:20:00,246.63,0.952,477.34,1.0,0.9985,1,synthetic_stream
2026-03-02 10:30:00,246.61,1.101,553.56,1.0,0.9985,1,synthetic_stream
2026-03-02 10:40:00,246.57,1.272,634.97,1.0,0.9985,1,synthetic_stream
2026-03-02 10:50:00,246.58,1.454,749.57,1.0,0.9985,1,synthetic_stream
2026-03-02 11:00:00,246.62,1.646,847.26,1.0,0.9985,1,synthetic_stream
2026-03-02 11:10:00,246.63,1.854,967.17,1.0,0.9985,1,synthetic_stream
2026-03-02 11:20:00,246.59,2.034,1060.45,1.0,0.9985,1,synthetic_stream
2026-03-02 11:30:00,246.57,2.243,1152.11,1.0,0.9985,1,synthetic_stream
2026-03-02 11:40:00,246.54,2.484,1259.45,1.0,0.9985,1,synthetic_stream
2026-03-02 11:50:00,246.49,2.763,1391.08,1.0,0.9985,1,synthetic_stream
2026-03-02 12:00:00,246.48,3.072,1568.84,1.0,0.9985,1,synthetic_stream
2026-03-02 12:10:00,246.5,3.351,1692.32,1.0,0.9985,1,synthetic_stream
2026-03-02 12:20:00,246.48,3.64,1841.54,1.0,0.9985,1,synthetic_stream
2026-03-02 12:30:00,246.48,3.938,1931.35,1.0,0.9985,1,synthetic_stream
2026-03-02 12:40:00,246.43,4.244,2081.28,1.0,0.9985,1,synthetic_stream
2026-03-02 12:50:00,246.4,4.561,2228.04,1.0,0.9985,1,synthetic_stream
2026-03-02 13:00:00,246.31,4.53,2103.2,1.0,0.9985,1,synthetic_stream
2026-03-02 13:10:00,246.32,4.892,2261.46,1.0,0.9985,1,synthetic_stream
2026-03-02 13:20:00,246.32,5.254,2426.89,1.0,0.9985,1,synthetic_stream
2026-03-02 13:30:00,246.25,5.239,2323.16,1.0,0.9985,1,synthetic_stream
2026-03-02 13:40:00,246.33,5.618,2490.41,1.0,0.9985,1,synthetic_stream
2026-03-02 13:50:00,246.31,5.574,2367.61,1.0,0.9985,1,synthetic_stream
2026-03-02 14:00:00,246.27,5.591,2304.14,1.0,0.9985,1,synthetic_stream
2026-03-02 14:10:00,246.22,5.512,2136.81,1.0,0.9985,1,synthetic_stream
2026-03-02 14:20:00,246.25,5.849,2307.41,1.0,0.9985,1,synthetic_stream
2026-03-02 14:30:00,246.36,6.138,2461.73,1.0,0.9985,1,synthetic_stream
2026-03-02 14:40:00,246.44,6.432,2585.88,1.0,0.9985,1,synthetic_stream
2026-03-02 14:50:00,246.58,6.712,2704.14,1.0,0.9985,1,synthetic_stream
2026-03-02 15:00:00,246.69,6.976,2785.27,1.0,0.9985,1,synthetic_stream
2026-03-02 15:10:00,246.76,7.211,2882.43,1.0,0.9985,1,synthetic_stream
2026-03-02 15:20:00,246.85,7.44,2961.75,1.0,0.9985,1,synthetic_stream
2026-03-02 15:30:00,246.9,7.675,3007.11,1.0,0.9985,1,synthetic_stream
2026-03-02 15:40:00,246.91,7.868,3068.39,1.0,0.9985,1,synthetic_stream
2026-03-02 15:50:00,246.97,8.065,3115.17,1.0,0.9985,1,synthetic_stream
2026-03-02 16:00:00,246.99,8.251,3141.17,1.0,0.9985,1,synthetic_stream
2026-03-02 16:10:00,247.03,8.443,3176.63,1.0,0.9985,1,synthetic_stream
2026-03-02 16:20:00,247.02,8.583,3207.46,1.0,0.9985,1,synthetic_stream
2026-03-02 16:30:00,246.99,8.688,3170.16,1.0,0.9985,1,synthetic_stream
2026-03-02 16:40:00,246.95,8.826,3163.51,1.0,0.9985,1,synthetic_stream
2026-03-02 16:50:00,246.92,8.944,3160.98,1.0,0.9985,1,synthetic_stream
2026-03-02 17:00:00,246.87,9.044,3130.79,1.0,0.9985,1,synthetic_stream
2026-03-02 17:10:00,246.84,9.121,3126.82,1.0,0.9985,1,synthetic_stream
2026-03-02 17:20:00,246.83,9.17,3076.34,1.0,0.9985,1,synthetic_stream
2026-03-02 17:30:00,246.9,9.214,3046.12,1.0,0.9985,1,synthetic_stream
2026-03-02 17:40:00,246.83,9.227,2955.67,1.0,0.9985,1,synthetic_stream
2026-03-02 17:50:00,246.8,9.248,2918.84,1.0,0.9985,1,synthetic_stream
2026-03-02 18:00:00,246.75,9.213,2820.24,1.0,0.9985,1,synthetic_stream
2026-03-02 18:10:00,246.72,9.135,2695.46,1.0,0.9985,1,synthetic_stream
2026-03-02 18:20:00,246.67,9.006,2569.77,1.0,0.9985,1,synthetic_stream
2026-03-02 18:30:00,246.63,8.823,2403.89,1.0,0.9985,1,synthetic_stream
2026-03-02 18:40:00,246.64,8.615,2223.21,1.0,0.9985,1,synthetic_stream
2026-03-02 18:50:00,246.59,8.395,2040.48,1.0,0.9985,1,synthetic_stream
2026-03-02 19:00:00,246.56,8.164,1862.71,1.0,0.9985,1,synthetic_stream
2026-03-02 19:10:00,246.54,7.938,1709.67,1.0,0.9985,1,synthetic_stream
2026-03-02 19:20:00,246.53,7.715,1548.36,1.0,0.9985,1,synthetic_stream
2026-03-02 19:30:00,246.43,7.496,1392.14,1.0,0.9985,1,synthetic_stream
2026-03-02 19:40:00,246.35,7.267,1248.69,1.0,0.9985,1,synthetic_stream
2026-03-02 19:50:00,246.29,7.045,1143.19,1.0,0.9985,1,synthetic_stream
2026-03-02 20:00:00,246.23,6.83,1028.93,1.0,0.9985,1,synthetic_stream
2026-03-02 20:10:00,246.16,6.622,922.02,1.0,0.9985,1,synthetic_stream
2026-03-02 20:20:00,246.07,6.42,843.07,1.0,0.9985,1,synthetic_stream
2026-03-02 20:30:00,246.03,6.225,758.34,1.0,0.9985,1,synthetic_stream
2026-03-02 20:40:00,245.97,6.036,686.59,1.0,0.9985,1,synthetic_stream
2026-03-02 20:50:00,245.93,5.852,617.1,1.0,0.9985,1,synthetic_stream
2026-03-02 21:00:00,245.87,5.675,560.66,1.0,0.9985,1,synthetic_stream
2026-03-02 21:10:00,245.88,5.503,523.33,1.0,0.9985,1,synthetic_stream
2026-03-02 21:20:00,245.91,5.336,478.86,1.0,0.9985,1,synthetic_stream
2026-03-02 21:30:00,245.87,5.174,434.92,1.0,0.9985,1,synthetic_stream
2026-03-02 21:40:00,245.88,5.018,386.58,1.0,0.9985,1,synthetic_stream
2026-03-02 21:50:00,245.85,4.866,330.2,1.0,0.9985,1,synthetic_stream
2026-03-02 22:00:00,245.83,4.719,322.27,1.0,0.9985,1,synthetic_stream
2026-03-02 22:10:00,245.83,4.577,291.8,1.0,0.9985,1,synthetic_stream
2026-03-02 22:20:00,245.81,4.439,261.8,1.0,0.9985,1,synthetic_stream
2026-03-02 22:30:00,245.77,4.306,243.29,1.0,0.9985,1,synthetic_stream
2026-03-02 22:40:00,245.79,4.176,204.11,1.0,0.9985,1,synthetic_stream
2026-03-02 22:50:00,245.82,4.051,192.53,1.0,0.9985,1,synthetic_stream
2026-03-02 23:00:00,245.86,3.929,179.05,1.0,0.9985,1,synthetic_stream
2026-03-02 23:10:00,245.95,3.812,152.58,1.0,0.9985,1,synthetic_stream
2026-03-02 23:20:00,246.05,3.698,134.69,1.0,0.9985,1,synthetic_stream
2026-03-02 23:30:00,246.11,3.587,117.77,1.0,0.9985,1,synthetic_stream
2026-03-02 23:40:00,246.16,3.48,107.16,1.0,0.9985,1,synthetic_stream
2026-03-02 23:50:00,246.21,3.377,115.67,1.0,0.9985,1,synthetic_stream
2026-03-03 00:00:00,241.16,0.15,0.0,0.0,0.997,2,synthetic_stream
2026-03-03 00:10:00,243.61,0.15,0.0,0.0,0.997,2,synthetic_stream
2026-03-03 00:20:00,242.02,0.15,1.07,0.0,0.997,2,synthetic_stream
2026-03-03 00:30:00,242.0,0.15,3.75,0.0,0.997,2,synthetic_stream
2026-03-03 00:40:00,241.67,0.15,0.0,0.0,0.997,2,synthetic_stream
2026-03-03 00:50:00,241.81,0.15,0.0,0.0,0.997,2,synthetic_stream
2026-03-03 01:00:00,242.2,0.15,0.0,0.0,0.997,2,synthetic_stream
2026-03-03 01:10:00,242.25,0.15,3.66,0.0,0.997,2,synthetic_stream
2026-03-03 01:20:00,242.39,0.15,11.7,0.0,0.997,2,synthetic_stream
2026-03-03 01:30:00,242.55,0.15,0.0,0.0,0.997,2,synthetic_stream
2026-03-03 01:40:00,242.65,0.15,0.0,0.0,0.997,2,synthetic_stream
2026-03-03 01:50:00,242.82,0.15,9.3,0.0,0.997,2,synthetic_stream
2026-03-03 02:00:00,242.93,0.15,5.07,0.0,0.997,2,synthetic_stream
2026-03-03 02:10:00,243.05,0.15,0.0,0.0,0.997,2,synthetic_stream
2026-03-03 02:20:00,243.22,0.15,0.0,0.0,0.997,2,synthetic_stream
2026-03-03 02:30:00,243.26,0.15,0.0,0.0,0.997,2,synthetic_stream
2026-03-03 02:40:00,243.2,0.15,0.0,0.0,0.997,2,synthetic_stream
2026-03-03 02:50:00,243.18,0.15,9.41,0.0,0.997,2,synthetic_stream
2026-03-03 03:00:00,243.27,0.15,0.0,0.0,0.997,2,synthetic_stream
2026-03-03 03:10:00,243.4,0.15,3.35,0.0,0.997,2,synthetic_stream
2026-03-03 03:20:00,243.54,0.15,2.1,0.0,0.997,2,synthetic_stream
2026-03-03 03:30:00,243.66,0.15,11.77,0.0,0.997,2,synthetic_stream
2026-03-03 03:40:00,243.73,0.15,1.97,0.0,0.997,2,synthetic_stream
2026-03-03 03:50:00,243.93,0.15,0.0,0.0,0.997,2,synthetic_stream
2026-03-03 04:00:00,244.08,0.15,19.73,0.0,0.997,2,synthetic_stream
2026-03-03 04:10:00,244.18,0.15,0.0,0.0,0.997,2,synthetic_stream
2026-03-03 04:20:00,244.2,0.15,1.05,0.0,0.997,2,synthetic_stream
2026-03-03 04:30:00,244.31,0.15,30.5,1.0,0.997,2,synthetic_stream
2026-03-03 04:40:00,244.42,0.15,2.98,0.0,0.997,2,synthetic_stream
2026-03-03 04:50:00,244.57,0.15,0.0,0.0,0.997,2,synthetic_stream
